case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5,Att6
534,Accepted-Assigned,Carolyn,2011/09/30 09:36:03.000,Medium,us,Org line G3,,PROD96,USA
534,Accepted-In Progress,Ewa,2012/01/30 13:57:46.000,Medium,us,Org line G3,,PROD96,POLAND
534,Completed-Closed,Ewa,2012/01/30 14:11:58.000,Medium,us,Org line G3,,PROD96,POLAND
2142,Accepted-In Progress,Ian,2012/05/25 11:02:09.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
2142,Accepted-Assigned,Ian,2012/05/28 10:49:12.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
154,Accepted-In Progress,Per,2010/09/23 16:32:09.000,Low,se,Org line G4,,PROD304,Sweden
154,Accepted-Wait,Per,2010/12/05 13:28:02.000,Low,se,Org line G4,,PROD304,Sweden
154,Completed-Closed,Per,2012/01/26 12:06:11.000,Low,se,Org line G4,,PROD304,Sweden
1915,Accepted-In Progress,Peter,2012/04/19 09:15:21.000,Medium,be,Org line C,E_5,PROD821,Belgium
1915,Accepted-In Progress,Peter,2012/04/19 09:15:49.000,Medium,be,Org line C,E_5,PROD821,Belgium
1915,Queued-Awaiting Assignment,Peter,2012/04/19 09:16:09.000,Medium,be,Org line C,E_5,PROD821,Belgium
1915,Accepted-In Progress,Peter,2012/04/19 09:16:24.000,Medium,be,Org line C,E_5,PROD821,Belgium
1915,Queued-Awaiting Assignment,Peter,2012/04/19 09:18:34.000,Medium,be,Org line C,E_1,PROD821,Belgium
1714,Accepted-In Progress,Venkata,2011/12/13 15:36:57.000,Medium,se,Org line A2,A2_4,PROD337,Sweden
1714,Accepted-Assigned,Venkata,2012/03/13 14:23:34.000,Medium,se,Org line A2,A2_4,PROD337,Sweden
1433,Accepted-In Progress,Robert,2012/05/07 19:00:49.000,High,us,Org line C,,PROD378,USA
1433,Queued-Awaiting Assignment,Robert,2012/05/07 19:02:48.000,High,us,Org line C,,PROD378,USA
1433,Accepted-In Progress,Edward,2012/05/07 19:04:55.000,High,us,Org line C,,PROD378,USA
1433,Completed-Closed,Edward,2012/05/24 15:46:48.000,High,us,Org line C,,PROD378,USA
1695,Accepted-In Progress,Britt,2011/11/30 07:54:16.000,Medium,se,Org line A2,A2_1,PROD350,Sweden
1695,Queued-Awaiting Assignment,Britt,2011/11/30 08:14:54.000,Medium,se,Org line A2,A2_1,PROD350,Sweden
1695,Accepted-In Progress,Britt,2011/12/12 14:51:59.000,Medium,se,Org line A2,A2_1,PROD350,Sweden
1695,Accepted-Wait,Britt,2011/12/12 14:52:05.000,Medium,se,Org line A2,A2_1,PROD350,Sweden
1695,Completed-Closed,Britt,2012/01/19 16:30:17.000,Medium,se,Org line A2,A2_1,PROD350,Sweden
2212,Accepted-In Progress,Marc,2012/06/04 11:25:16.000,Medium,be,Org line A2,A2_4,PROD41,Belgium
274,Accepted-In Progress,Gustav,2011/03/24 14:03:32.000,High,se,Org line G4,,PROD412,Sweden
274,Accepted-In Progress,Gustav,2011/08/26 15:28:34.000,High,se,Org line G4,,PROD412,Sweden
274,Accepted-Assigned,David,2012/01/30 13:39:42.000,High,se,Org line G4,,PROD412,Sweden
274,Accepted-Assigned,Gustav,2012/01/31 09:44:48.000,High,se,Org line G4,,PROD412,Sweden
274,Accepted-In Progress,David,2012/01/31 09:45:06.000,High,se,Org line G4,,PROD412,Sweden
274,Completed-Closed,David,2012/01/31 09:45:09.000,High,se,Org line G4,,PROD412,Sweden
1892,Accepted-In Progress,Pascal,2012/03/30 14:30:47.000,Low,se,Org line C,C_6,PROD802,Sweden
1892,Completed-Closed,Pascal,2012/03/30 14:37:12.000,Low,se,Org line C,C_6,PROD802,Sweden
1180,Accepted-Wait,Johan,2012/03/06 12:31:47.000,Low,se,Org line G4,,PROD710,Sweden
1180,Accepted-In Progress,Johan,2012/03/14 16:33:38.000,Low,se,Org line G4,,PROD710,Sweden
1180,Completed-Closed,Johan,2012/03/14 16:35:05.000,Low,se,Org line G4,,PROD710,Sweden
1180,Accepted-In Progress,Johan,2012/03/14 16:35:34.000,Low,se,Org line G4,,PROD710,Sweden
1180,Completed-Closed,Johan,2012/03/14 16:36:22.000,Low,se,Org line G4,,PROD710,Sweden
1804,Accepted-In Progress,Ewa,2012/02/13 14:58:36.000,High,us,Org line G3,,PROD98,POLAND
1804,Completed-Closed,Ewa,2012/02/14 10:14:30.000,High,us,Org line G3,,PROD98,POLAND
1110,Accepted-In Progress,David,2012/02/22 11:44:10.000,High,se,Org line G4,,PROD412,Sweden
1110,Accepted-Assigned,David,2012/02/22 11:58:47.000,High,se,Org line G4,,PROD412,Sweden
1110,Accepted-In Progress,David,2012/05/17 10:40:21.000,High,se,Org line G4,,PROD412,Sweden
1110,Completed-Closed,David,2012/05/17 10:40:23.000,High,se,Org line G4,,PROD412,Sweden
384,Queued-Awaiting Assignment,Curt,2011/06/28 16:57:00.000,High,se,Org line C,E_1,PROD24,Sweden
384,Accepted-In Progress,Curt,2011/08/25 16:31:54.000,High,se,Org line C,C_1,PROD24,Sweden
384,Completed-Closed,Curt,2012/01/18 13:18:10.000,High,se,Org line C,C_1,PROD24,Sweden
624,Accepted-In Progress,Ove,2011/11/01 13:35:50.000,Medium,se,Org line A2,A2_1,PROD753,Sweden
624,Accepted-Assigned,Ove,2011/11/07 13:11:29.000,Medium,se,Org line A2,A2_1,PROD753,Sweden
624,Accepted-In Progress,Marie,2012/01/09 14:01:54.000,Medium,se,Org line A2,A2_1,PROD753,Sweden
624,Completed-Closed,Marie,2012/01/09 14:02:05.000,Medium,se,Org line A2,A2_1,PROD753,Sweden
1535,Accepted-In Progress,Christer,2010/08/11 10:39:44.000,Low,se,Org line G4,,PROD412,Sweden
1535,Accepted-Assigned,Christer,2012/01/16 14:43:19.000,Low,se,Org line G4,,PROD412,Sweden
1535,Accepted-In Progress,Christer,2012/03/23 13:53:11.000,Low,se,Org line G4,,PROD412,Sweden
1535,Completed-Closed,Christer,2012/03/23 13:54:08.000,Low,se,Org line G4,,PROD412,Sweden
1996,Accepted-In Progress,Sameer,2012/05/10 00:36:03.000,Medium,in,Org line C,E_10,PROD802,Sweden
1996,Accepted-Wait,Sameer,2012/05/10 00:40:36.000,Medium,in,Org line C,E_10,PROD802,Sweden
2017,Accepted-In Progress,Aneesh V,2012/05/11 15:07:17.000,Medium,in,Org line B,E_10,PROD424,INDIA
2017,Accepted-In Progress,Aneesh V,2012/05/11 15:24:06.000,Medium,in,Org line B,E_10,PROD424,INDIA
1567,Queued-Awaiting Assignment,Martin,2011/02/03 10:33:47.000,Medium,se,Org line C,C_6,PROD154,Sweden
1567,Queued-Awaiting Assignment,Olivier,2011/09/13 17:53:00.000,Medium,se,Org line C,C_6,PROD154,France
1567,Queued-Awaiting Assignment,Olivier,2011/09/16 12:27:06.000,Medium,se,Org line C,C_6,PROD154,France
1567,Queued-Awaiting Assignment,Britt,2012/02/02 16:48:22.000,Medium,se,Org line A2,A2_1,PROD154,Sweden
1567,Accepted-In Progress,Britt,2012/02/06 10:26:00.000,Medium,se,Org line A2,A2_1,PROD154,Sweden
1567,Accepted-Wait,Britt,2012/02/06 12:32:58.000,Medium,se,Org line A2,A2_1,PROD154,Sweden
1567,Completed-Closed,Britt,2012/03/14 13:52:06.000,Medium,se,Org line A2,A2_1,PROD154,Sweden
2261,Accepted-In Progress,Conny,2012/06/12 11:57:31.000,High,se,Org line V2,,PROD42,Sweden
2261,Queued-Awaiting Assignment,Conny,2012/06/12 13:34:06.000,High,se,Org line V2,,PROD42,Sweden
2261,Accepted-In Progress,Conny,2012/06/12 15:29:10.000,High,se,Org line V2,,PROD42,Sweden
1047,Accepted-In Progress,Robert,2012/02/13 10:03:27.000,Medium,in,Org line C,E_4,PROD793,USA
1047,Accepted-Wait,Robert,2012/02/13 10:06:36.000,Medium,in,Org line C,E_4,PROD793,USA
1047,Queued-Awaiting Assignment,Robert,2012/02/28 17:17:05.000,Medium,in,Org line C,E_4,PROD793,USA
1047,Accepted-Assigned,Bhavesh,2012/02/29 12:37:29.000,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Bhavesh,2012/03/05 14:03:37.000,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Bhavesh,2012/03/27 16:50:57.000,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Alam,2012/03/28 13:59:00.000,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Completed-Closed,Alam,2012/03/28 14:04:21.000,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Alam,2012/03/28 14:04:27.000,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Completed-Closed,Alam,2012/03/28 14:05:08.000,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Alam,2012/03/28 14:44:20.000,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Completed-Closed,Alam,2012/03/28 14:52:00.000,Medium,in,Org line C,E_4,PROD793,Sweden
1263,Accepted-In Progress,Krzysztof,2012/03/23 04:02:26.000,Medium,pl,Org line A2,A2_1,PROD756,POLAND
1263,Accepted-Assigned,Krzysztof,2012/03/23 04:05:55.000,Medium,pl,Org line A2,A2_1,PROD756,POLAND
1263,Accepted-In Progress,Krzysztof,2012/03/26 13:38:36.000,Medium,pl,Org line A2,A2_1,PROD756,POLAND
1263,Accepted-Wait,Krzysztof,2012/03/28 12:23:39.000,Medium,pl,Org line A2,A2_1,PROD756,POLAND
1263,Completed-Closed,Krzysztof,2012/04/10 09:50:05.000,Medium,pl,Org line A2,A2_1,PROD756,POLAND
496,Accepted-In Progress,Per,2011/09/13 17:40:50.000,Major,se,Org line C,E_6,PROD148,Sweden
496,Accepted-In Progress,Per,2011/10/29 11:43:50.000,Major,se,Org line C,E_6,PROD148,Sweden
496,Accepted-Assigned,Mikael,2012/01/18 12:54:46.000,Major,se,Org line C,E_6,PROD148,Sweden
496,Accepted-In Progress,Lena,2012/01/18 12:54:47.000,Major,se,Org line C,E_6,PROD148,Sweden
496,Accepted-Assigned,Mikael,2012/03/30 11:13:30.000,Major,se,Org line C,E_6,PROD148,Sweden
496,Accepted-Assigned,Lena,2012/03/30 13:56:49.000,Major,se,Org line C,E_6,PROD148,Sweden
496,Accepted-Assigned,Lena,2012/03/30 14:05:12.000,Major,se,Org line C,E_6,PROD148,Sweden
496,Accepted-In Progress,Lena,2012/03/30 15:58:40.000,Major,se,Org line C,E_6,PROD148,Sweden
496,Completed-Closed,Lena,2012/03/30 15:58:45.000,Major,se,Org line C,E_6,PROD148,Sweden
701,Accepted-In Progress,Roland,2011/11/25 16:02:27.000,Medium,se,Org line G4,,PROD374,Sweden
701,Accepted-Wait,Roland,2011/12/05 08:23:00.000,Medium,se,Org line G4,,PROD374,Sweden
701,Completed-Closed,Roland,2012/02/08 21:55:10.000,Medium,se,Org line G4,,PROD374,Sweden
2029,Accepted-In Progress,Marco,2012/05/14 15:03:41.000,High,se,Org line G4,,PROD412,Sweden
2029,Accepted-Wait,Marco,2012/05/14 15:04:27.000,High,se,Org line G4,,PROD412,Sweden
427,Accepted-In Progress,Tomas,2011/08/08 08:08:01.000,Low,cn,Org line A2,A2_2,PROD753,Sweden
427,Accepted-Assigned,Tomas,2011/08/08 08:12:59.000,Low,cn,Org line A2,A2_2,PROD753,Sweden
427,Accepted-In Progress,Tomas,2011/09/01 23:51:36.000,Low,cn,Org line A2,A2_2,PROD753,Sweden
427,Accepted-In Progress,Carrie,2012/01/18 07:45:42.000,Low,cn,Org line A2,A2_2,PROD753,China
427,Completed-Closed,Carrie,2012/01/18 07:46:41.000,Low,cn,Org line A2,A2_2,PROD753,China
1867,Accepted-In Progress,Maria,2012/03/14 16:04:35.000,Medium,se,Org line A2,A2_4,PROD591,Sweden
1867,Completed-Closed,Maria,2012/03/16 10:45:58.000,Medium,se,Org line A2,A2_4,PROD591,Sweden
2018,Accepted-In Progress,Timothy,2012/05/11 13:33:09.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
2018,Accepted-Wait,Timothy,2012/05/11 13:41:36.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
2283,Accepted-In Progress,Wim,2012/06/13 15:42:23.000,High,se,Org line C,C_5,PROD618,Belgium
2283,Accepted-In Progress,Wim,2012/06/13 16:18:13.000,High,se,Org line C,C_5,PROD618,Belgium
2180,Accepted-In Progress,Peter,2012/05/30 19:54:30.000,Medium,se,Org line C,E_7,PROD673,Sweden
2180,Queued-Awaiting Assignment,Peter,2012/05/30 19:56:16.000,Medium,se,Org line C,E_7,PROD673,Sweden
2180,Accepted-Assigned,Santosh,2012/06/04 10:26:54.000,Medium,se,Org line C,E_7,PROD673,INDIA
2248,Accepted-In Progress,Sophie,2012/06/11 10:00:31.000,Low,se,Org line A2,A2_1,PROD350,China
1572,Accepted-In Progress,Per,2011/03/07 12:36:20.000,High,se,Org line G4,,PROD374,Sweden
1572,Completed-Closed,Per,2012/01/26 11:25:15.000,High,se,Org line G4,,PROD374,Sweden
44,Accepted-In Progress,Roger,2010/02/15 09:33:11.000,Medium,se,Org line F,,PROD48,Sweden
44,Accepted-Wait,Roger,2010/02/15 09:34:41.000,Medium,se,Org line F,,PROD48,Sweden
44,Accepted-In Progress,Roger,2010/03/02 13:59:28.000,Medium,se,Org line F,,PROD48,Sweden
44,Queued-Awaiting Assignment,Henrik,2010/03/02 14:01:04.000,Medium,se,Org line A2,A2_2,PROD48,Sweden
44,Accepted-In Progress,Henrik,2010/03/02 14:07:11.000,Medium,se,Org line A2,A2_2,PROD48,Sweden
44,Accepted-Assigned,Ewa,2010/03/02 14:07:48.000,Medium,se,Org line A2,A2_2,PROD48,POLAND
44,Accepted-Wait,Ewa,2010/03/02 14:11:18.000,Medium,se,Org line A2,A2_2,PROD48,POLAND
44,Accepted-Assigned,Katarzyna,2011/04/11 08:48:47.000,Medium,se,Org line A2,A2_2,PROD48,POLAND
44,Accepted-Assigned,Damian,2011/04/11 09:08:44.000,Medium,se,Org line A2,A2_2,PROD48,POLAND
44,Accepted-Wait,Damian,2011/11/23 11:55:49.000,Medium,se,Org line A2,A2_2,PROD48,POLAND
44,Completed-Closed,Damian,2012/01/19 08:56:20.000,Medium,se,Org line A2,A2_2,PROD48,POLAND
1246,Accepted-In Progress,Christer,2012/03/19 09:22:37.000,Major,se,Org line C,C_6,PROD805,Sweden
1246,Completed-Closed,Christer,2012/05/23 10:55:42.000,Major,se,Org line C,C_6,PROD805,Sweden
221,Accepted-In Progress,Eric,2011/01/12 16:59:25.000,Medium,se,Org line G4,,PROD374,Sweden
221,Accepted-Wait,Eric,2011/05/04 08:20:36.000,Medium,se,Org line G4,,PROD374,Sweden
221,Completed-Closed,Eric,2012/01/09 10:16:26.000,Medium,se,Org line G4,,PROD374,Sweden
47,Accepted-In Progress,Henrik,2010/02/23 13:10:59.000,Medium,se,Org line A2,A2_2,PROD46,Sweden
47,Accepted-Wait,Henrik,2010/02/23 13:13:19.000,Medium,se,Org line A2,A2_2,PROD46,Sweden
47,Queued-Awaiting Assignment,Henrik,2010/03/02 13:44:01.000,Medium,se,Org line A2,A2_2,PROD46,Sweden
47,Accepted-In Progress,Katarzyna,2010/03/02 13:46:47.000,Medium,se,Org line A2,A2_2,PROD46,POLAND
47,Accepted-Wait,Katarzyna,2010/03/02 13:46:58.000,Medium,se,Org line A2,A2_2,PROD46,POLAND
47,Accepted-Assigned,Damian,2011/11/28 08:20:33.000,Medium,se,Org line A2,A2_2,PROD46,POLAND
47,Accepted-Wait,Damian,2011/11/28 08:20:57.000,Medium,se,Org line A2,A2_2,PROD46,POLAND
47,Completed-Closed,Damian,2012/01/19 08:59:01.000,Medium,se,Org line A2,A2_2,PROD46,POLAND
576,Accepted-In Progress,Kymaria,2011/10/17 19:46:10.000,High,us,Org line C,V3_3,PROD671,USA
576,Queued-Awaiting Assignment,Kymaria,2011/10/17 20:40:08.000,High,us,Org line C,V3_3,PROD671,USA
576,Queued-Awaiting Assignment,Kymaria,2011/10/17 20:40:09.000,High,us,Org line C,V3_3,PROD671,USA
576,Accepted-In Progress,Kymaria,2011/10/18 14:39:20.000,High,us,Org line C,V3_3,PROD671,USA
576,Accepted-Wait,Kymaria,2011/10/18 20:49:58.000,High,us,Org line C,V3_3,PROD671,USA
576,Completed-Closed,Kymaria,2012/01/06 15:50:17.000,High,us,Org line C,V3_3,PROD671,USA
2078,Accepted-In Progress,Ian,2012/05/18 15:54:11.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
2078,Accepted-Assigned,Ian,2012/05/18 15:57:07.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
901,Accepted-In Progress,Venguidoussamy,2012/01/17 11:14:31.000,High,fr,Org line C,,PROD348,France
901,Queued-Awaiting Assignment,Venguidoussamy,2012/01/17 11:21:41.000,High,fr,Org line C,,PROD348,France
901,Accepted-In Progress,Julien,2012/01/17 16:08:20.000,High,fr,Org line C,,PROD348,France
901,Completed-Closed,Julien,2012/03/02 16:16:50.000,High,fr,Org line C,,PROD348,France
990,Accepted-In Progress,Grzegorz,2012/02/03 14:55:04.000,Medium,pl,Org line A2,A2_3,PROD791,POLAND
990,Accepted-Wait,Grzegorz,2012/02/08 10:07:57.000,Medium,pl,Org line A2,A2_3,PROD791,POLAND
990,Completed-Closed,Grzegorz,2012/04/23 13:39:22.000,Medium,pl,Org line A2,A2_3,PROD791,POLAND
744,Accepted-In Progress,Karin,2011/12/07 15:52:47.000,Medium,be,Org line C,C_1,PROD816,Sweden
744,Completed-Closed,Karin,2012/05/04 13:05:10.000,Medium,be,Org line C,C_1,PROD816,Sweden
646,Accepted-In Progress,Tomas,2011/11/07 08:26:58.000,Medium,se,Org line V2,,PROD61,Sweden
646,Completed-Closed,Tomas,2012/01/09 12:27:06.000,Medium,se,Org line V2,,PROD61,Sweden
997,Accepted-In Progress,P�r,2012/02/06 10:32:53.000,Medium,se,Org line A2,A2_5,PROD461,Sweden
997,Accepted-Assigned,P�r,2012/02/06 10:34:28.000,Medium,se,Org line A2,A2_5,PROD461,Sweden
997,Completed-Closed,P�r,2012/04/24 16:29:36.000,Medium,se,Org line A2,A2_5,PROD461,Sweden
1527,Accepted-In Progress,Tomas,2010/06/23 14:13:51.000,Medium,se,Org line A2,A2_2,PROD681,Sweden
1527,Accepted-In Progress,Tomas,2011/09/03 07:46:51.000,Medium,se,Org line A2,A2_2,PROD681,Sweden
1527,Accepted-Assigned,Niklas,2011/11/14 16:10:10.000,Medium,se,Org line A2,A2_2,PROD681,Sweden
158,Accepted-In Progress,�sa,2010/09/29 09:16:42.000,Medium,se,Org line C,C_6,PROD734,Sweden
158,Queued-Awaiting Assignment,�sa,2010/09/29 09:22:50.000,Medium,se,Org line C,C_6,PROD734,Sweden
158,Accepted-In Progress,Mattias,2010/09/29 14:14:49.000,Medium,se,Org line C,C_6,PROD734,Sweden
158,Accepted-Assigned,Per,2011/05/17 13:16:13.000,Medium,se,Org line C,C_6,PROD734,Sweden
158,Accepted-Assigned,Johan,2011/07/04 13:08:32.000,Medium,se,Org line C,C_6,PROD734,Sweden
158,Accepted-In Progress,Jonny,2011/09/12 11:07:06.000,Medium,se,Org line C,C_6,PROD734,Sweden
158,Accepted-Assigned,Erik,2011/12/27 09:23:07.000,Medium,se,Org line C,C_6,PROD734,Sweden
158,Accepted-Wait,Erik,2011/12/27 09:41:53.000,Medium,se,Org line C,C_6,PROD734,Sweden
158,Completed-Closed,Erik,2012/02/17 16:53:41.000,Medium,se,Org line C,C_6,PROD734,Sweden
291,Accepted-In Progress,Mikael,2011/04/08 11:57:43.000,High,se,Org line C,E_6,PROD98,Sweden
291,Accepted-Wait,Mikael,2011/04/11 10:18:36.000,High,se,Org line C,E_6,PROD98,Sweden
291,Accepted-In Progress,Mikael,2012/02/21 10:22:27.000,High,se,Org line C,E_6,PROD98,Sweden
291,Completed-Closed,Mikael,2012/02/21 10:31:26.000,High,se,Org line C,E_6,PROD98,Sweden
1805,Accepted-In Progress,Anson,2012/02/13 17:15:25.000,Medium,cn,Org line A2,A2_5,PROD789,China
1805,Accepted-In Progress,Anson,2012/05/11 13:23:52.000,Medium,cn,Org line A2,A2_5,PROD789,China
1805,Completed-Closed,Anson,2012/05/11 13:24:43.000,Medium,cn,Org line A2,A2_5,PROD789,China
503,Accepted-In Progress,Carolyn,2011/09/14 16:48:08.000,Medium,us,Org line G3,,PROD98,USA
503,Queued-Awaiting Assignment,Carolyn,2011/09/14 17:00:36.000,Medium,us,Org line G3,,PROD98,USA
503,Accepted-In Progress,SV,2011/09/14 17:11:43.000,Medium,us,Org line G3,,PROD98,Sweden
503,Accepted-Assigned,Carolyn,2011/09/14 17:11:51.000,Medium,us,Org line G3,,PROD98,USA
503,Accepted-In Progress,Ewa,2012/02/02 22:49:41.000,Medium,us,Org line G3,,PROD98,POLAND
503,Completed-Closed,Ewa,2012/02/02 22:50:27.000,Medium,us,Org line G3,,PROD98,POLAND
1100,Accepted-In Progress,Bharath,2012/02/20 16:55:54.000,Low,se,Org line G4,,PROD397,Sweden
1100,Completed-Closed,Bharath,2012/03/01 16:02:45.000,Low,se,Org line G4,,PROD397,Sweden
1840,Queued-Awaiting Assignment,Ryouhei,2012/03/01 09:01:23.000,Medium,jp,Org line C,E_10,PROD804,Japan
1840,Queued-Awaiting Assignment,Ryouhei,2012/03/01 09:03:24.000,Medium,jp,Org line C,E_10,PROD804,Japan
1031,Accepted-In Progress,Saki,2012/02/09 11:25:45.000,High,us,Org line A2,A2_4,PROD521,Sweden
1031,Accepted-Wait,Saki,2012/02/16 17:15:37.000,High,us,Org line A2,A2_4,PROD521,Sweden
1031,Completed-Closed,Saki,2012/05/02 10:07:53.000,High,us,Org line A2,A2_4,PROD521,Sweden
1315,Accepted-In Progress,Pranesh,2012/04/03 11:24:17.000,Medium,in,Org line C,E_8,PROD62,INDIA
1315,Queued-Awaiting Assignment,Pranesh,2012/04/03 11:25:10.000,Medium,in,Org line C,E_8,PROD62,INDIA
1315,Accepted-In Progress,MV,2012/04/03 11:51:13.000,Medium,in,Org line C,E_8,PROD62,INDIA
1315,Accepted-Assigned,G�ran,2012/04/03 11:51:47.000,Medium,in,Org line C,E_8,PROD62,Sweden
1315,Queued-Awaiting Assignment,Pratap,2012/05/09 14:26:46.000,Medium,in,Org line C,E_4,PROD62,INDIA
1315,Accepted-In Progress,Kristoffer,2012/05/10 16:45:10.000,Medium,in,Org line C,E_4,PROD62,Sweden
1315,Completed-Closed,Kristoffer,2012/05/10 16:45:27.000,Medium,in,Org line C,E_4,PROD62,Sweden
525,Accepted-In Progress,H�kan,2011/09/28 09:32:35.000,Low,se,Org line G4,,PROD374,Sweden
525,Completed-Closed,H�kan,2012/01/16 10:22:21.000,Low,se,Org line G4,,PROD374,Sweden
958,Accepted-In Progress,Alam,2012/01/27 11:56:56.000,Major,in,Org line C,E_4,PROD219,Sweden
958,Completed-Closed,Alam,2012/01/27 12:01:54.000,Major,in,Org line C,E_4,PROD219,Sweden
958,Accepted-In Progress,Alam,2012/03/26 12:45:31.000,Major,in,Org line C,E_4,PROD219,Sweden
958,Completed-Closed,Alam,2012/03/26 12:50:21.000,Major,in,Org line C,E_4,PROD219,Sweden
958,Accepted-In Progress,Alam,2012/03/26 13:06:30.000,Major,in,Org line C,E_4,PROD219,Sweden
958,Completed-Closed,Alam,2012/03/26 13:08:28.000,Major,in,Org line C,E_4,PROD219,Sweden
958,Accepted-In Progress,Alam,2012/03/26 13:11:54.000,Major,in,Org line C,E_4,PROD219,Sweden
958,Completed-Closed,Alam,2012/03/26 13:12:01.000,Major,in,Org line C,E_4,PROD219,Sweden
341,Accepted-In Progress,Gustav,2011/05/17 14:37:22.000,Low,se,Org line G4,,PROD410,Sweden
341,Accepted-In Progress,Gustav,2012/02/21 15:34:34.000,Low,se,Org line G4,,PROD410,Sweden
341,Completed-Closed,Gustav,2012/02/21 15:34:36.000,Low,se,Org line G4,,PROD410,Sweden
1331,Accepted-In Progress,Patricia,2012/04/05 15:34:11.000,Medium,be,Org line A2,A2_4,PROD636,Belgium
1331,Accepted-In Progress,Patricia,2012/04/13 09:30:26.000,Medium,be,Org line A2,A2_4,PROD636,Belgium
1331,Accepted-In Progress,Patricia,2012/04/13 09:31:01.000,Medium,be,Org line A2,A2_4,PROD636,Belgium
1331,Accepted-In Progress,Patricia,2012/04/13 10:14:50.000,Medium,be,Org line A2,A2_4,PROD636,Belgium
1331,Queued-Awaiting Assignment,Patricia,2012/04/13 10:15:29.000,Medium,be,Org line C,E_1,PROD636,Belgium
1331,Accepted-Assigned,Mariusz,2012/04/13 10:15:56.000,Medium,be,Org line C,E_1,PROD636,POLAND
1331,Accepted-In Progress,Mariusz,2012/04/13 10:23:18.000,Medium,be,Org line C,E_1,PROD636,POLAND
1331,Completed-Closed,Mariusz,2012/04/13 10:24:04.000,Medium,be,Org line C,E_1,PROD636,POLAND
599,Accepted-Wait,Urban,2011/10/25 14:12:06.000,Low,se,Org line A2,A2_3,PROD551,Sweden
599,Accepted-Assigned,Urban,2011/11/28 11:10:24.000,Low,se,Org line A2,A2_3,PROD551,Sweden
599,Accepted-In Progress,Urban,2012/02/29 14:03:00.000,Low,se,Org line A2,A2_3,PROD551,Sweden
599,Completed-Closed,Urban,2012/02/29 14:03:01.000,Low,se,Org line A2,A2_3,PROD551,Sweden
2216,Accepted-In Progress,Ian,2012/06/04 14:30:02.000,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
2216,Accepted-Assigned,Ian,2012/06/04 16:35:57.000,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
340,Accepted-In Progress,Carolyn,2011/05/17 12:53:00.000,Medium,us,Org line G3,,PROD97,USA
340,Queued-Awaiting Assignment,Carolyn,2011/05/17 13:04:18.000,Medium,us,Org line G3,,PROD97,USA
340,Accepted-In Progress,Padmanabha,2011/05/18 04:37:22.000,Medium,us,Org line G3,,PROD97,Sweden
340,Accepted-Assigned,Carolyn,2011/05/18 04:37:27.000,Medium,us,Org line G3,,PROD97,USA
340,Accepted-In Progress,Ewa,2012/01/30 21:53:30.000,Medium,us,Org line G3,,PROD97,POLAND
340,Completed-Closed,Ewa,2012/01/30 21:55:33.000,Medium,us,Org line G3,,PROD97,POLAND
813,Accepted-In Progress,Jay,2011/12/22 20:57:48.000,Low,ca,Org line C,,PROD424,Canada
813,Completed-Closed,Jay,2012/01/18 14:51:27.000,Low,ca,Org line C,,PROD424,Canada
2076,Accepted-In Progress,Ian,2012/05/18 15:10:38.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
2076,Accepted-Assigned,Ian,2012/05/18 15:17:06.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
1523,Accepted-In Progress,Ewa,2012/02/04 09:20:39.000,Medium,us,Org line G3,,PROD98,POLAND
1523,Completed-Closed,Ewa,2012/02/04 10:19:57.000,Medium,us,Org line G3,,PROD98,POLAND
1161,Accepted-In Progress,Mahesh,2012/03/02 08:49:22.000,Major,in,Org line C,E_8,PROD473,INDIA
1161,Queued-Awaiting Assignment,Mahesh,2012/03/02 08:49:43.000,Major,in,Org line C,E_8,PROD473,INDIA
1161,Accepted-In Progress,Radha,2012/03/29 09:20:23.000,Major,in,Org line C,E_8,PROD473,Sweden
1161,Accepted-Assigned,Jonas,2012/03/29 09:21:22.000,Major,in,Org line C,E_8,PROD473,Sweden
1161,Completed-Closed,Jonas,2012/03/30 11:02:03.000,Major,in,Org line C,E_8,PROD473,Sweden
2,Accepted-In Progress,Tomas,2006/11/07 10:00:36.000,Medium,cn,Org line A2,A2_2,PROD753,Sweden
