case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5,Att6
1750,Queued-Awaiting Assignment,Ann-Charlotte,2012/01/13 22:25:40.000,Medium,se,Org line C,E_10,PROD802,Sweden
1295,Accepted-In Progress,Peter,2012/03/29 11:00:19.000,High,be,Org line C,E_1,PROD597,Belgium
1295,Queued-Awaiting Assignment,Peter,2012/03/29 11:09:15.000,High,be,Org line C,E_1,PROD597,Belgium
1295,Accepted-In Progress,Patrik,2012/04/03 16:03:10.000,High,be,Org line C,E_1,PROD597,Sweden
1295,Accepted-In Progress,Patrik,2012/04/03 16:03:28.000,High,be,Org line C,E_1,PROD597,Sweden
1295,Accepted-Assigned,Linda,2012/04/03 16:03:50.000,High,be,Org line C,E_1,PROD597,Sweden
1295,Accepted-In Progress,Linda,2012/04/04 09:47:26.000,High,be,Org line C,E_1,PROD597,Sweden
1295,Completed-Closed,Linda,2012/04/04 09:47:57.000,High,be,Org line C,E_1,PROD597,Sweden
251,Accepted-In Progress,Carolyn,2011/02/22 15:33:56.000,Medium,us,Org line G3,,PROD96,USA
251,Queued-Awaiting Assignment,Carolyn,2011/02/22 15:37:10.000,Medium,us,Org line G3,,PROD96,USA
251,Accepted-In Progress,Santhosh,2011/02/22 15:37:57.000,Medium,us,Org line G3,,PROD96,Sweden
251,Accepted-Assigned,Carolyn,2011/02/22 15:40:58.000,Medium,us,Org line G3,,PROD96,USA
251,Accepted-In Progress,Santhosh,2011/03/08 10:36:21.000,Medium,us,Org line G3,,PROD96,Sweden
251,Queued-Awaiting Assignment,Hannes,2011/03/08 10:37:05.000,Medium,us,Org line A2,A2_2,PROD96,Sweden
251,Accepted-Assigned,Y,2011/03/08 10:38:06.000,Medium,us,Org line A2,A2_2,PROD96,Sweden
251,Accepted-Wait,Y,2011/03/08 12:40:05.000,Medium,us,Org line A2,A2_2,PROD96,Sweden
251,Queued-Awaiting Assignment,Carolyn,2011/04/11 12:32:26.000,Medium,us,Org line G3,,PROD96,USA
251,Accepted-In Progress,Santhosh,2011/04/11 23:25:11.000,Medium,us,Org line G3,,PROD96,Sweden
251,Accepted-Assigned,Carolyn,2011/04/11 23:25:22.000,Medium,us,Org line G3,,PROD96,USA
251,Accepted-In Progress,Ewa,2012/01/30 13:59:43.000,Medium,us,Org line G3,,PROD96,POLAND
251,Completed-Closed,Ewa,2012/01/30 14:01:46.000,Medium,us,Org line G3,,PROD96,POLAND
2168,Accepted-In Progress,Bartlomiej,2012/05/29 19:24:19.000,Medium,pl,Org line A2,D_1,PROD74,POLAND
2168,Accepted-In Progress,Bartlomiej,2012/05/29 19:24:45.000,Medium,pl,Org line A2,D_1,PROD74,POLAND
657,Accepted-In Progress,Henrik,2011/11/09 09:17:08.000,High,in,Org line C,E_8,PROD476,Sweden
657,Accepted-Wait,Henrik,2011/11/09 09:17:58.000,High,in,Org line C,E_8,PROD476,Sweden
657,Completed-Closed,Henrik,2012/01/18 13:50:24.000,High,in,Org line C,E_8,PROD476,Sweden
1273,Accepted-In Progress,Shibly,2012/03/26 14:18:02.000,High,se,Other,,PROD805,Sweden
1273,Accepted-In Progress,Shibly,2012/03/26 14:19:01.000,High,se,Other,,PROD805,Sweden
1273,Accepted-In Progress,Shibly,2012/03/26 14:20:05.000,High,se,Other,,PROD805,Sweden
1273,Queued-Awaiting Assignment,Vesa,2012/03/26 14:37:13.000,High,se,Org line C,C_6,PROD805,Sweden
1273,Accepted-In Progress,Bj�rn,2012/03/26 14:55:07.000,High,se,Org line C,C_6,PROD805,Sweden
1273,Completed-Closed,Bj�rn,2012/03/26 14:58:43.000,High,se,Org line C,C_6,PROD805,Sweden
837,Accepted-In Progress,Patrik,2012/01/05 14:10:14.000,Low,in,Org line C,E_4,PROD325,Sweden
837,Accepted-Wait,Patrik,2012/01/05 14:10:27.000,Low,in,Org line C,E_4,PROD325,Sweden
837,Completed-Closed,Patrik,2012/01/24 09:30:20.000,Low,in,Org line C,E_4,PROD325,Sweden
880,Accepted-In Progress,Ann-Charlotte,2012/01/12 22:20:38.000,Medium,se,Org line C,E_10,PROD802,Sweden
880,Accepted-In Progress,Ann-Charlotte,2012/01/12 22:21:07.000,Medium,se,Org line C,E_10,PROD802,Sweden
880,Queued-Awaiting Assignment,Ann-Charlotte,2012/01/12 22:22:43.000,Medium,se,Org line C,E_10,PROD802,Sweden
880,Accepted-In Progress,Christer,2012/01/13 06:57:31.000,Medium,se,Org line C,C_6,PROD802,Sweden
880,Completed-Cancelled,Anders,2012/01/13 07:02:16.000,Medium,se,Org line C,E_5,PROD802,Sweden
880,Accepted-In Progress,Jens,2012/01/13 22:24:04.000,Medium,se,Org line C,E_5,PROD802,Sweden
880,Queued-Awaiting Assignment,Ann-Charlotte,2012/01/13 22:25:40.000,Medium,se,Org line C,E_10,PROD802,Sweden
880,Accepted-In Progress,Christer,2012/01/16 12:04:46.000,Medium,se,Org line C,C_6,PROD802,Sweden
880,Accepted-Wait,Christer,2012/01/16 12:06:56.000,Medium,se,Org line C,C_6,PROD802,Sweden
880,Completed-Closed,Christer,2012/01/30 09:59:34.000,Medium,se,Org line C,C_6,PROD802,Sweden
786,Accepted-In Progress,Britt,2011/12/19 03:13:32.000,Low,se,Org line A2,A2_1,PROD350,Sweden
786,Queued-Awaiting Assignment,Britt,2011/12/19 03:14:22.000,Low,se,Org line A2,A2_1,PROD350,Sweden
786,Accepted-In Progress,Britt,2012/01/05 14:08:46.000,Low,se,Org line A2,A2_1,PROD350,Sweden
786,Accepted-Wait,Britt,2012/01/05 14:25:39.000,Low,se,Org line A2,A2_1,PROD350,Sweden
786,Completed-Closed,Britt,2012/01/19 16:33:55.000,Low,se,Org line A2,A2_1,PROD350,Sweden
1573,Accepted-In Progress,Katarina,2011/03/14 15:04:30.000,Medium,se,Org line G4,,PROD374,Sweden
1573,Completed-Closed,Katarina,2012/02/01 16:12:52.000,Medium,se,Org line G4,,PROD374,Sweden
200,Accepted-In Progress,Roland,2010/12/07 14:24:36.000,Medium,se,Org line G4,,PROD374,Sweden
200,Accepted-Wait,Roland,2011/01/18 10:59:26.000,Medium,se,Org line G4,,PROD374,Sweden
200,Accepted-In Progress,Roland,2011/01/26 07:48:18.000,Medium,se,Org line G4,,PROD374,Sweden
200,Accepted-Wait,Roland,2011/04/28 08:46:03.000,Medium,se,Org line G4,,PROD374,Sweden
200,Completed-Closed,Roland,2012/01/26 10:47:59.000,Medium,se,Org line G4,,PROD374,Sweden
650,Accepted-In Progress,Kim,2011/11/08 09:02:33.000,High,se,Org line C,C_5,PROD597,Sweden
650,Completed-Closed,Kim,2012/02/01 09:55:55.000,High,se,Org line C,C_5,PROD597,Sweden
2145,Accepted-Wait,Pramod,2012/05/25 12:05:54.000,Medium,us,Org line A2,A2_4,PROD552,INDIA
1027,Accepted-In Progress,Michael,2012/02/09 06:45:14.000,Major,be,Org line C,E_1,PROD715,Sweden
1027,Completed-Closed,Michael,2012/02/23 09:40:50.000,Major,be,Org line C,E_1,PROD715,Sweden
2184,Accepted-In Progress,Ann-Charlotte,2012/05/31 12:06:38.000,Medium,se,Org line A2,A2_3,PROD368,Sweden
347,Accepted-In Progress,Cecilia,2011/05/24 11:28:27.000,Medium,se,Org line V2,,PROD279,Sweden
347,Queued-Awaiting Assignment,Cecilia,2011/09/06 14:09:34.000,Medium,se,Org line V2,,PROD279,Sweden
347,Accepted-In Progress,Lennart,2011/09/12 13:25:53.000,Medium,se,Org line V2,,PROD279,Sweden
347,Accepted-Wait,Lennart,2012/01/04 15:54:14.000,Medium,se,Org line V2,,PROD279,Sweden
347,Completed-Closed,Lennart,2012/04/13 13:45:24.000,Medium,se,Org line V2,,PROD279,Sweden
1503,Accepted-In Progress,Panigrahy,2010/03/15 14:40:16.000,Medium,in,Org line A2,D_1,PROD611,Sweden
1503,Accepted-Wait,Panigrahy,2010/04/15 16:32:45.000,Medium,in,Org line A2,D_1,PROD611,Sweden
1503,Accepted-In Progress,Panigrahy,2011/06/09 11:37:15.000,Medium,in,Org line A2,D_1,PROD611,Sweden
1503,Completed-Closed,Panigrahy,2012/02/21 14:57:48.000,Medium,in,Org line A2,D_1,PROD611,Sweden
792,Accepted-In Progress,Nicolas,2011/12/19 15:15:13.000,Major,be,Org line C,E_3,PROD378,France
792,Completed-Closed,Nicolas,2012/03/19 15:29:08.000,Major,be,Org line C,E_3,PROD378,France
2250,Accepted-In Progress,Paulina,2012/06/11 10:43:55.000,Major,pl,Org line A2,A2_1,PROD776,POLAND
2250,Queued-Awaiting Assignment,Paulina,2012/06/11 11:00:37.000,Major,pl,Org line A2,A2_1,PROD776,POLAND
1372,Accepted-In Progress,Venkanna,2012/04/18 10:19:44.000,Major,in,Org line C,E_8,PROD476,INDIA
1372,Completed-Closed,Venkanna,2012/04/23 10:52:52.000,Major,in,Org line C,E_8,PROD476,INDIA
638,Accepted-Wait,Henrik,2011/11/04 08:43:24.000,Medium,se,Org line A2,A2_2,PROD233,Sweden
638,Queued-Awaiting Assignment,Henrik,2012/01/03 08:22:34.000,Medium,se,Org line A2,A2_2,PROD233,Sweden
638,Accepted-In Progress,Barbara,2012/01/03 09:31:31.000,Medium,se,Org line A2,A2_2,PROD233,POLAND
638,Accepted-Wait,Barbara,2012/01/03 09:31:39.000,Medium,se,Org line A2,A2_2,PROD233,POLAND
638,Completed-Closed,Barbara,2012/03/30 13:46:28.000,Medium,se,Org line A2,A2_2,PROD233,POLAND
663,Accepted-In Progress,Vinay,2011/11/14 01:21:36.000,High,in,Org line C,E_8,PROD597,INDIA
663,Queued-Awaiting Assignment,Vinay,2011/11/14 01:25:05.000,High,in,Org line C,E_8,PROD597,INDIA
663,Accepted-In Progress,Avishek,2011/12/19 15:56:47.000,High,in,Org line C,E_8,PROD597,INDIA
663,Accepted-In Progress,Vinay,2012/02/17 10:18:34.000,High,in,Org line C,E_8,PROD597,INDIA
663,Completed-Closed,Vinay,2012/02/17 10:18:42.000,High,in,Org line C,E_8,PROD597,INDIA
42,Queued-Awaiting Assignment,Martin,2010/02/12 14:00:54.000,Low,se,Org line C,C_3,PROD815,Sweden
42,Accepted-In Progress,Martin,2010/02/12 14:01:08.000,Low,se,Org line C,C_3,PROD815,Sweden
42,Queued-Awaiting Assignment,Martin,2010/10/28 19:15:39.000,Low,se,Org line C,C_3,PROD815,Sweden
42,Accepted-In Progress,Bj�rn,2010/10/29 17:11:03.000,Low,se,Org line C,C_3,PROD815,Sweden
42,Completed-Closed,Bj�rn,2012/04/04 15:41:41.000,Low,se,Org line C,C_3,PROD815,Sweden
1916,Accepted-In Progress,Lars,2012/04/19 13:36:37.000,Low,se,Org line C,C_6,PROD805,Sweden
1916,Accepted-Wait,Lars,2012/04/19 13:37:20.000,Low,se,Org line C,C_6,PROD805,Sweden
1916,Completed-Closed,Lars,2012/05/24 11:41:39.000,Low,se,Org line C,C_6,PROD805,Sweden
868,Accepted-In Progress,Joakim,2012/01/11 16:40:25.000,Medium,se,Org line A2,A2_3,PROD241,Sweden
868,Completed-Closed,Joakim,2012/03/28 13:07:16.000,Medium,se,Org line A2,A2_3,PROD241,Sweden
776,Accepted-In Progress,Rakesh,2011/12/14 16:16:05.000,High,us,Org line C,E_10,PROD408,Sweden
776,Queued-Awaiting Assignment,Rakesh,2011/12/14 16:16:44.000,High,us,Org line C,E_10,PROD408,Sweden
776,Accepted-In Progress,Amit,2011/12/14 16:23:53.000,High,us,Org line C,E_10,PROD408,Sweden
776,Queued-Awaiting Assignment,Jonas,2011/12/14 16:36:41.000,High,us,Org line C,C_6,PROD408,Sweden
776,Accepted-In Progress,Stefan,2011/12/15 09:02:54.000,High,us,Org line C,C_6,PROD408,Sweden
776,Completed-Closed,Stefan,2011/12/15 09:05:32.000,High,us,Org line C,C_6,PROD408,Sweden
776,Accepted-In Progress,Stefan,2011/12/15 09:14:19.000,High,us,Org line C,C_6,PROD408,Sweden
776,Accepted-Assigned,Kenneth,2011/12/15 09:15:33.000,High,us,Org line C,C_6,PROD408,USA
776,Accepted-Wait,Kenneth,2011/12/15 11:19:48.000,High,us,Org line C,C_6,PROD408,USA
776,Completed-Closed,Kenneth,2011/12/20 19:27:10.000,High,us,Org line C,C_6,PROD408,USA
776,Accepted-In Progress,Kymaria,2012/01/25 16:21:33.000,High,us,Org line C,V3_3,PROD408,USA
776,Accepted-Wait,Kymaria,2012/01/25 16:23:52.000,High,us,Org line C,V3_3,PROD408,USA
776,Completed-Closed,Kymaria,2012/02/17 17:02:19.000,High,us,Org line C,V3_3,PROD408,USA
1501,Accepted-In Progress,Tomas,2010/03/11 14:06:34.000,High,cn,Org line A2,A2_2,PROD753,Sweden
1501,Accepted-In Progress,Tomas,2010/03/11 14:10:10.000,High,cn,Org line A2,A2_2,PROD753,Sweden
1501,Queued-Awaiting Assignment,Tomas,2010/03/11 14:12:19.000,High,cn,Org line A2,A2_2,PROD753,Sweden
1501,Accepted-In Progress,Pawel,2010/03/11 14:12:35.000,High,cn,Org line A2,A2_2,PROD753,POLAND
1501,Queued-Awaiting Assignment,Tomas,2010/03/11 14:12:46.000,High,cn,Org line A2,A2_2,PROD753,Sweden
1501,Accepted-In Progress,Pawel,2010/03/11 14:13:02.000,High,cn,Org line A2,A2_2,PROD753,POLAND
1501,Accepted-Assigned,Tomas,2010/07/20 09:25:18.000,High,cn,Org line A2,A2_2,PROD753,Sweden
1501,Accepted-In Progress,Tomas,2011/09/05 09:28:42.000,High,cn,Org line A2,A2_2,PROD753,Sweden
1400,Accepted-In Progress,Bikshamaiah,2012/04/25 10:50:00.000,Medium,in,Org line C,E_8,PROD597,Sweden
1400,Accepted-In Progress,Bikshamaiah,2012/04/25 11:23:14.000,Medium,in,Org line C,E_8,PROD597,Sweden
1400,Completed-Closed,Bikshamaiah,2012/04/30 12:29:39.000,Medium,in,Org line C,E_8,PROD597,Sweden
21,Accepted-In Progress,Henrik,2009/10/30 13:49:04.000,Medium,se,Org line A2,A2_2,PROD44,Sweden
21,Accepted-Assigned,Henrik,2009/10/30 13:57:13.000,Medium,se,Org line A2,A2_2,PROD44,Sweden
21,Queued-Awaiting Assignment,Henrik,2010/03/02 13:43:50.000,Medium,se,Org line A2,A2_2,PROD44,Sweden
21,Accepted-In Progress,Katarzyna,2010/03/02 13:45:25.000,Medium,se,Org line A2,A2_2,PROD44,POLAND
21,Accepted-Wait,Katarzyna,2010/03/02 13:45:37.000,Medium,se,Org line A2,A2_2,PROD44,POLAND
21,Completed-Closed,Katarzyna,2012/03/30 10:54:30.000,Medium,se,Org line A2,A2_2,PROD44,POLAND
2219,Accepted-In Progress,Jenny,2012/06/05 10:52:23.000,High,se,Org line G1,E_6,PROD292,Sweden
729,Accepted-In Progress,Antony,2011/12/05 09:33:37.000,Major,us,Org line C,E_4,PROD793,INDIA
729,Completed-Closed,Antony,2011/12/26 02:29:02.000,Major,us,Org line C,E_4,PROD793,INDIA
729,Accepted-In Progress,Antony,2012/01/04 18:57:37.000,Major,us,Org line C,E_4,PROD793,INDIA
729,Completed-Closed,Antony,2012/01/04 19:09:15.000,Major,us,Org line C,E_4,PROD793,INDIA
57,Accepted-In Progress,Panigrahy,2010/03/15 14:40:16.000,Medium,in,Org line A2,D_1,PROD611,Sweden
57,Accepted-Wait,Panigrahy,2010/04/15 16:32:45.000,Medium,in,Org line A2,D_1,PROD611,Sweden
57,Accepted-In Progress,Panigrahy,2011/06/09 11:37:15.000,Medium,in,Org line A2,D_1,PROD611,Sweden
57,Completed-Closed,Panigrahy,2012/02/21 14:57:48.000,Medium,in,Org line A2,D_1,PROD611,Sweden
1428,Accepted-In Progress,Jack,2012/05/07 14:22:07.000,Major,se,Org line A2,A2_1,PROD238,Sweden
1428,Completed-Closed,Jack,2012/05/07 14:24:21.000,Major,se,Org line A2,A2_1,PROD238,Sweden
1832,Queued-Awaiting Assignment,Peter,2012/03/05 15:19:35.000,High,be,Org line C,E_1,PROD821,Belgium
1617,Queued-Awaiting Assignment,Fredrik,2011/08/15 10:08:23.000,High,se,Org line G4,,PROD108,Sweden
1617,Accepted-In Progress,Mattias,2012/01/24 11:52:59.000,High,se,Org line G4,,PROD108,Sweden
1617,Completed-Closed,Mattias,2012/01/24 11:58:41.000,High,se,Org line G4,,PROD108,Sweden
1575,Accepted-In Progress,Timothy,2011/03/25 13:21:36.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
1575,Completed-Closed,Timothy,2012/02/15 11:41:23.000,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
1069,Accepted-In Progress,Pratap,2012/02/14 19:00:21.000,Medium,in,Org line C,E_4,PROD168,INDIA
1069,Accepted-Wait,Pratap,2012/02/20 08:40:07.000,Medium,in,Org line C,E_4,PROD168,INDIA
1069,Completed-Closed,Pratap,2012/02/20 18:07:08.000,Medium,in,Org line C,E_4,PROD168,INDIA
980,Accepted-In Progress,Takashi,2012/02/02 05:27:18.000,Low,jp,Org line C,,PROD683,Japan
980,Completed-Closed,Takashi,2012/02/02 05:32:27.000,Low,jp,Org line C,,PROD683,Japan
1604,Accepted-Assigned,Daniel,2011/07/12 15:28:19.000,Major,se,Org line C,E_6,PROD374,Sweden
1604,Queued-Awaiting Assignment,Joakim,2011/09/05 10:14:45.000,Major,se,Org line G4,,PROD374,Sweden
2152,Accepted-In Progress,Praveen,2012/05/25 21:13:47.000,High,se,Org line C,E_10,PROD802,Sweden
2152,Queued-Awaiting Assignment,Praveen,2012/05/25 21:29:08.000,High,se,Org line C,E_10,PROD802,Sweden
2152,Accepted-In Progress,Kreeti,2012/05/25 21:31:45.000,High,se,Org line C,E_10,PROD802,Sweden
2152,Accepted-Assigned,Sandeep,2012/05/25 22:26:11.000,High,se,Org line C,E_10,PROD802,Sweden
2152,Accepted-Wait,Sandeep,2012/05/26 02:08:51.000,High,se,Org line C,E_10,PROD802,Sweden
2152,Accepted-In Progress,Sandeep,2012/05/30 02:34:16.000,High,se,Org line C,E_10,PROD802,Sweden
2152,Queued-Awaiting Assignment,Martin,2012/05/30 02:34:58.000,High,se,Org line C,C_6,PROD802,Sweden
2152,Accepted-In Progress,Martin,2012/05/30 09:14:05.000,High,se,Org line C,C_6,PROD802,Sweden
381,Accepted-In Progress,Carolyn,2011/06/23 21:04:57.000,Low,us,Org line G3,,PROD96,USA
381,Queued-Awaiting Assignment,Carolyn,2011/06/23 21:05:33.000,Low,us,Org line G3,,PROD96,USA
381,Accepted-In Progress,Padmanabha,2011/06/23 23:05:57.000,Low,us,Org line G3,,PROD96,Sweden
381,Accepted-Assigned,Carolyn,2011/06/23 23:06:02.000,Low,us,Org line G3,,PROD96,USA
381,Queued-Awaiting Assignment,Hannes,2011/06/24 21:10:43.000,Low,us,Org line A2,A2_2,PROD96,Sweden
381,Accepted-Assigned,Naomi,2011/06/24 21:11:55.000,Low,us,Org line A2,A2_2,PROD96,USA
381,Accepted-In Progress,Sandro,2011/06/30 22:20:42.000,Low,us,Org line A2,A2_2,PROD96,Brazil
381,Queued-Awaiting Assignment,Sandro,2011/06/30 22:35:02.000,Low,us,Org line A2,A2_2,PROD96,Brazil
381,Queued-Awaiting Assignment,Carolyn,2011/06/30 22:35:03.000,Low,us,Org line G3,,PROD96,USA
381,Accepted-In Progress,Padmanabha,2011/07/01 01:54:29.000,Low,us,Org line G3,,PROD96,Sweden
381,Accepted-Assigned,Carolyn,2011/07/01 01:54:53.000,Low,us,Org line G3,,PROD96,USA
381,Accepted-In Progress,Ewa,2012/01/30 12:40:26.000,Low,us,Org line G3,,PROD96,POLAND
381,Completed-Closed,Ewa,2012/01/30 12:40:27.000,Low,us,Org line G3,,PROD96,POLAND
1088,Accepted-In Progress,Samira,2012/02/17 09:57:37.000,Low,se,Org line G4,,PROD448,Sweden
1088,Accepted-Assigned,Samira,2012/02/17 10:01:05.000,Low,se,Org line G4,,PROD448,Sweden
1088,Accepted-In Progress,Samira,2012/05/02 12:04:26.000,Low,se,Org line G4,,PROD448,Sweden
1088,Completed-Closed,Samira,2012/05/29 09:45:23.000,Low,se,Org line G4,,PROD448,Sweden
78,Accepted-In Progress,Carolyn,2010/04/20 15:25:52.000,Medium,us,Org line G3,,PROD97,USA
78,Queued-Awaiting Assignment,Carolyn,2010/04/20 15:29:35.000,Medium,us,Org line G3,,PROD97,USA
78,Accepted-In Progress,Kannan,2010/04/20 17:03:14.000,Medium,us,Org line G3,,PROD97,Sweden
78,Accepted-Assigned,Carolyn,2010/04/20 17:03:18.000,Medium,us,Org line G3,,PROD97,USA
78,Queued-Awaiting Assignment,Hannes,2011/03/30 11:49:05.000,Medium,us,Org line A2,A2_2,PROD97,Sweden
78,Accepted-In Progress,Kannan,2011/03/30 12:08:08.000,Medium,us,Org line A2,A2_2,PROD97,Sweden
78,Accepted-Assigned,Jayalakshmi,2011/03/30 12:08:19.000,Medium,us,Org line A2,A2_2,PROD97,INDIA
78,Accepted-Wait,Jayalakshmi,2011/03/30 15:14:36.000,Medium,us,Org line A2,A2_2,PROD97,INDIA
78,Queued-Awaiting Assignment,Carolyn,2011/06/06 14:20:14.000,Medium,us,Org line G3,,PROD97,USA
78,Accepted-In Progress,Santhosh,2011/06/16 12:12:11.000,Medium,us,Org line G3,,PROD97,Sweden
78,Accepted-Assigned,Carolyn,2011/06/16 12:12:21.000,Medium,us,Org line G3,,PROD97,USA
78,Accepted-In Progress,Ewa,2012/01/31 08:26:37.000,Medium,us,Org line G3,,PROD97,POLAND
78,Completed-Closed,Ewa,2012/01/31 08:28:52.000,Medium,us,Org line G3,,PROD97,POLAND
2300,Accepted-In Progress,J�rgen,2012/06/14 18:38:15.000,High,us,Org line C,E_4,PROD348,Sweden
253,Accepted-In Progress,Eric,2011/02/23 10:17:42.000,High,se,Org line G4,,PROD374,Sweden
253,Accepted-Wait,Eric,2011/05/04 08:18:17.000,High,se,Org line G4,,PROD374,Sweden
253,Completed-Closed,Eric,2012/03/07 12:28:01.000,High,se,Org line G4,,PROD374,Sweden
1277,Accepted-In Progress,Stefan,2012/03/26 15:45:05.000,Low,se,Org line A2,A2_3,PROD368,Sweden
1277,Accepted-In Progress,Stefan,2012/03/27 14:34:49.000,Low,se,Org line A2,A2_3,PROD368,Sweden
1277,Completed-Closed,Stefan,2012/03/27 14:36:17.000,Low,se,Org line A2,A2_3,PROD368,Sweden
2141,Accepted-In Progress,�sa,2012/05/25 10:33:16.000,Medium,se,Org line V2,,PROD615,Sweden
2141,Accepted-Assigned,�sa,2012/05/25 10:35:21.000,Medium,se,Org line V2,,PROD615,Sweden
400,Accepted-In Progress,Andrew,2011/07/11 16:39:07.000,High,gb,Org line A2,A2_1,PROD236,United Kingdom
400,Accepted-Wait,Andrew,2011/07/11 16:55:20.000,High,gb,Org line A2,A2_1,PROD236,United Kingdom
400,Accepted-In Progress,Andrew,2012/05/04 17:02:55.000,High,gb,Org line A2,A2_1,PROD236,United Kingdom
400,Completed-Closed,Andrew,2012/05/04 17:05:22.000,High,gb,Org line A2,A2_1,PROD236,United Kingdom
838,Accepted-In Progress,Prasad,2012/01/06 15:40:03.000,Medium,us,Org line C,E_10,PROD494,Sweden
838,Queued-Awaiting Assignment,Prasad,2012/01/06 15:51:57.000,Medium,us,Org line C,E_10,PROD494,Sweden
838,Accepted-In Progress,Pushkar,2012/01/06 15:59:41.000,Medium,us,Org line C,E_10,PROD494,Sweden
838,Queued-Awaiting Assignment,Rafal,2012/01/06 16:06:24.000,Medium,us,Org line C,V3_2,PROD494,POLAND
838,Queued-Awaiting Assignment,Prasad,2012/01/09 12:54:45.000,Medium,us,Org line C,E_10,PROD494,Sweden
838,Accepted-In Progress,Jitender,2012/01/09 15:28:35.000,Medium,us,Org line C,E_10,PROD494,Sweden
838,Queued-Awaiting Assignment,Malin,2012/01/09 15:30:19.000,Medium,us,Org line C,E_10,PROD494,Sweden
838,Accepted-In Progress,Jaroslaw,2012/01/10 11:10:26.000,Medium,us,Org line C,E_10,PROD494,POLAND
838,Queued-Awaiting Assignment,Aaron,2012/01/10 11:24:16.000,Medium,us,Org line C,V3_2,PROD494,USA
838,Accepted-In Progress,Aaron,2012/02/01 15:21:10.000,Medium,us,Org line C,V3_2,PROD494,USA
838,Completed-Closed,Aaron,2012/02/01 15:21:59.000,Medium,us,Org line C,V3_2,PROD494,USA
1387,Accepted-In Progress,J�rgen,2012/04/20 17:32:44.000,High,se,Org line A2,A2_3,PROD750,Sweden
1387,Completed-Closed,J�rgen,2012/04/20 17:47:59.000,High,se,Org line A2,A2_3,PROD750,Sweden
140,Accepted-In Progress,Tord,2010/08/18 14:00:14.000,Medium,se,Org line G4,,PROD108,Sweden
140,Completed-Closed,Tord,2012/01/24 14:49:26.000,Medium,se,Org line G4,,PROD108,Sweden
293,Accepted-In Progress,Patrik,2011/04/08 17:37:57.000,Major,se,Org line A2,A2_3,PROD234,Sweden
293,Accepted-Assigned,Patrik,2012/03/28 13:12:38.000,Major,se,Org line A2,A2_3,PROD234,Sweden
293,Accepted-In Progress,Daniel,2012/04/11 16:37:55.000,Major,se,Org line A2,A2_3,PROD234,Sweden
293,Completed-Closed,Daniel,2012/04/11 16:37:59.000,Major,se,Org line A2,A2_3,PROD234,Sweden
1303,Accepted-In Progress,Ann-Charlotte,2012/04/02 11:41:55.000,Low,se,Org line A2,A2_3,PROD551,Sweden
1303,Completed-Closed,Ann-Charlotte,2012/04/11 10:26:26.000,Low,se,Org line A2,A2_3,PROD551,Sweden
1830,Accepted-In Progress,David,2012/02/27 11:08:27.000,High,se,Org line G4,,PROD412,Sweden
1830,Accepted-Assigned,David,2012/03/07 08:48:46.000,High,se,Org line G4,,PROD412,Sweden
1830,Accepted-In Progress,David,2012/05/17 10:31:41.000,High,se,Org line G4,,PROD412,Sweden
1830,Completed-Closed,David,2012/05/17 10:31:52.000,High,se,Org line G4,,PROD412,Sweden
1242,Accepted-In Progress,Sreelesh,2012/03/17 15:47:28.000,Medium,in,Org line C,E_5,PROD793,INDIA
1242,Accepted-Wait,Sreelesh,2012/03/17 16:33:29.000,Medium,in,Org line C,E_5,PROD793,INDIA
1242,Accepted-In Progress,Sreelesh,2012/04/25 17:47:14.000,Medium,in,Org line C,E_5,PROD793,INDIA
1242,Completed-Closed,Sreelesh,2012/04/26 11:56:05.000,Medium,in,Org line C,E_5,PROD793,INDIA
306,Accepted-In Progress,Gilles,2011/04/20 12:22:30.000,Low,us,Org line C,E_4,PROD348,France
306,Completed-Closed,Gilles,2012/04/18 15:18:29.000,Low,us,Org line C,E_4,PROD348,France
885,Accepted-In Progress,Lisbeth,2012/01/13 09:43:08.000,Medium,se,Org line A2,A2_5,PROD461,Sweden
885,Completed-Closed,Lisbeth,2012/01/17 08:47:44.000,Medium,se,Org line A2,A2_5,PROD461,Sweden
1776,Accepted-In Progress,Mats,2012/01/30 15:52:24.000,Medium,us,Org line C,E_4,PROD815,Sweden
1776,Completed-Closed,Mats,2012/02/22 17:53:37.000,Medium,us,Org line C,E_4,PROD815,Sweden
1500,Accepted-In Progress,Ewa,2011/12/28 16:01:17.000,Medium,us,Org line G3,,PROD98,POLAND
1500,Completed-Closed,Ewa,2012/01/30 12:30:21.000,Medium,us,Org line G3,,PROD98,POLAND
902,Accepted-In Progress,Ramith,2012/01/17 12:57:57.000,Medium,us,Org line C,E_4,PROD794,INDIA
902,Completed-Closed,Ramith,2012/01/17 13:22:25.000,Medium,us,Org line C,E_4,PROD794,INDIA
1305,Accepted-In Progress,Hari,2012/04/02 10:23:23.000,Low,in,Org line C,E_4,PROD325,INDIA
1305,Completed-Closed,Hari,2012/05/21 16:44:28.000,Low,in,Org line C,E_4,PROD325,INDIA
1855,Accepted-In Progress,Ann-Charlotte,2012/03/08 10:58:51.000,Low,se,Org line A2,A2_3,PROD368,Sweden
