case,activity,resource,timestamp,Org,Project,Task,Role
5898,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/14 13:08:27.000,organizational unit 65462,project 152803,task 183354,ADMINISTRATION
5898,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/14 13:41:57.000,organizational unit 65462,project 152803,task 183354,SUPERVISOR
5898,Request Payment,SYSTEM,2018/11/15 09:35:32.000,organizational unit 65462,project 152803,task 183354,UNDEFINED
5898,Payment Handled,SYSTEM,2018/11/19 17:31:20.000,organizational unit 65462,project 152803,task 183354,UNDEFINED
4352,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/27 11:16:35.000,organizational unit 65468,project 147556,task 162361,EMPLOYEE
4352,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/01 13:45:03.000,organizational unit 65468,project 147556,task 162361,ADMINISTRATION
4352,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/08/02 13:22:33.000,organizational unit 65468,project 147556,task 162361,BUDGET OWNER
4352,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/09 05:15:23.000,organizational unit 65468,project 147556,task 162361,SUPERVISOR
4352,Request Payment,SYSTEM,2018/08/10 15:52:45.000,organizational unit 65468,project 147556,task 162361,UNDEFINED
4352,Payment Handled,SYSTEM,2018/08/13 17:31:12.000,organizational unit 65468,project 147556,task 162361,UNDEFINED
12,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/01/12 11:12:33.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
12,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/01/12 11:12:51.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
12,Request Payment,SYSTEM,2017/01/13 14:12:38.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
12,Payment Handled,SYSTEM,2017/01/16 17:32:18.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
3614,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/13 09:50:54.000,organizational unit 65461,project 147908,UNKNOWN,EMPLOYEE
3614,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/13 09:52:44.000,organizational unit 65461,project 147908,UNKNOWN,ADMINISTRATION
3614,Request For Payment APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/21 13:28:40.000,organizational unit 65461,project 147908,UNKNOWN,SUPERVISOR
3614,Request For Payment FINAL_APPROVED by DIRECTOR,STAFF MEMBER,2018/06/26 09:20:21.000,organizational unit 65461,project 147908,UNKNOWN,DIRECTOR
3614,Request Payment,SYSTEM,2018/06/26 10:10:47.000,organizational unit 65461,project 147908,UNKNOWN,UNDEFINED
3614,Payment Handled,SYSTEM,2018/06/28 17:31:36.000,organizational unit 65461,project 147908,UNKNOWN,UNDEFINED
304,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/05/09 13:28:12.000,organizational unit 65458,project 147582,UNKNOWN,EMPLOYEE
304,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/05/09 13:28:20.000,organizational unit 65458,project 147582,UNKNOWN,SUPERVISOR
304,Request Payment,SYSTEM,2017/05/11 15:09:59.000,organizational unit 65458,project 147582,UNKNOWN,UNDEFINED
304,Payment Handled,SYSTEM,2017/05/15 17:30:52.000,organizational unit 65458,project 147582,UNKNOWN,UNDEFINED
4415,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/07 16:20:30.000,organizational unit 65454,project 147531,UNKNOWN,EMPLOYEE
4415,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/07 16:21:01.000,organizational unit 65454,project 147531,UNKNOWN,ADMINISTRATION
4415,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/13 11:16:57.000,organizational unit 65454,project 147531,UNKNOWN,SUPERVISOR
4415,Request Payment,SYSTEM,2018/08/13 13:09:21.000,organizational unit 65454,project 147531,UNKNOWN,UNDEFINED
4415,Payment Handled,SYSTEM,2018/08/16 17:31:24.000,organizational unit 65454,project 147531,UNKNOWN,UNDEFINED
2407,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/23 09:36:11.000,organizational unit 65465,project 147551,UNKNOWN,EMPLOYEE
2407,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/23 09:36:20.000,organizational unit 65465,project 147551,UNKNOWN,ADMINISTRATION
2407,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/23 15:03:37.000,organizational unit 65465,project 147551,UNKNOWN,SUPERVISOR
2407,Request Payment,SYSTEM,2018/03/26 08:08:59.000,organizational unit 65465,project 147551,UNKNOWN,UNDEFINED
2407,Payment Handled,SYSTEM,2018/03/29 17:31:11.000,organizational unit 65465,project 147551,UNKNOWN,UNDEFINED
2024,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/02/28 12:49:45.000,organizational unit 65454,project 147556,task 21506,EMPLOYEE
2024,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/01 10:01:38.000,organizational unit 65454,project 147556,task 21506,ADMINISTRATION
2024,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/03/01 15:04:13.000,organizational unit 65454,project 147556,task 21506,BUDGET OWNER
2024,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/06 07:46:30.000,organizational unit 65454,project 147556,task 21506,SUPERVISOR
2024,Request Payment,SYSTEM,2018/03/08 08:41:38.000,organizational unit 65454,project 147556,task 21506,UNDEFINED
2024,Payment Handled,SYSTEM,2018/03/12 17:31:16.000,organizational unit 65454,project 147556,task 21506,UNDEFINED
5251,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/04 15:20:29.000,organizational unit 65463,project 148052,task 35265,EMPLOYEE
5251,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/04 15:20:32.000,organizational unit 65463,project 148052,task 35265,ADMINISTRATION
5251,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/10/05 15:19:26.000,organizational unit 65463,project 148052,task 35265,BUDGET OWNER
5251,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/08 20:37:12.000,organizational unit 65463,project 148052,task 35265,SUPERVISOR
5251,Request Payment,SYSTEM,2018/10/16 08:48:24.000,organizational unit 65463,project 148052,task 35265,UNDEFINED
5251,Payment Handled,SYSTEM,2018/10/18 17:31:18.000,organizational unit 65463,project 148052,task 35265,UNDEFINED
5247,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/04 14:55:37.000,organizational unit 65468,UNKNOWN,UNKNOWN,EMPLOYEE
5247,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/10/04 14:58:26.000,organizational unit 65468,UNKNOWN,UNKNOWN,ADMINISTRATION
5247,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/10/05 10:06:47.000,organizational unit 65468,UNKNOWN,UNKNOWN,EMPLOYEE
3883,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/28 13:47:20.000,organizational unit 65474,project 147572,UNKNOWN,EMPLOYEE
3883,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/28 13:47:33.000,organizational unit 65474,project 147572,UNKNOWN,ADMINISTRATION
3883,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/06/28 15:50:30.000,organizational unit 65474,project 147572,UNKNOWN,BUDGET OWNER
3883,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/03 08:56:08.000,organizational unit 65474,project 147572,UNKNOWN,SUPERVISOR
3883,Request Payment,SYSTEM,2018/07/05 08:35:43.000,organizational unit 65474,project 147572,UNKNOWN,UNDEFINED
3883,Payment Handled,SYSTEM,2018/07/09 17:31:27.000,organizational unit 65474,project 147572,UNKNOWN,UNDEFINED
5425,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/15 10:33:05.000,organizational unit 65465,project 147620,task 7924,EMPLOYEE
5425,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/15 10:33:28.000,organizational unit 65465,project 147620,task 7924,ADMINISTRATION
5425,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/16 10:33:47.000,organizational unit 65465,project 147620,task 7924,SUPERVISOR
5425,Request Payment,SYSTEM,2018/10/18 15:43:24.000,organizational unit 65465,project 147620,task 7924,UNDEFINED
5425,Payment Handled,SYSTEM,2018/10/22 17:31:25.000,organizational unit 65465,project 147620,task 7924,UNDEFINED
1793,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/02/14 10:37:51.000,organizational unit 65465,project 503,task 153170,EMPLOYEE
1793,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/02/14 10:38:27.000,organizational unit 65465,project 503,task 153170,ADMINISTRATION
1793,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/02/16 11:29:39.000,organizational unit 65465,project 503,task 153170,SUPERVISOR
1793,Request Payment,SYSTEM,2018/02/20 09:23:21.000,organizational unit 65465,project 503,task 153170,UNDEFINED
1793,Payment Handled,SYSTEM,2018/02/22 17:30:41.000,organizational unit 65465,project 503,task 153170,UNDEFINED
5589,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/24 11:59:57.000,organizational unit 65461,project 147843,UNKNOWN,EMPLOYEE
5589,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/24 12:00:07.000,organizational unit 65461,project 147843,UNKNOWN,ADMINISTRATION
5589,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/31 11:27:31.000,organizational unit 65461,project 147843,UNKNOWN,SUPERVISOR
5589,Request Payment,SYSTEM,2018/11/01 09:45:58.000,organizational unit 65461,project 147843,UNKNOWN,UNDEFINED
5589,Payment Handled,SYSTEM,2018/11/05 17:31:19.000,organizational unit 65461,project 147843,UNKNOWN,UNDEFINED
6645,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/14 10:54:34.000,organizational unit 65458,project 147556,task 148448,EMPLOYEE
6645,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/14 10:54:38.000,organizational unit 65458,project 147556,task 148448,ADMINISTRATION
6645,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/12/16 14:05:46.000,organizational unit 65458,project 147556,task 148448,BUDGET OWNER
6645,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/18 12:44:57.000,organizational unit 65458,project 147556,task 148448,SUPERVISOR
6645,Request Payment,SYSTEM,2018/12/18 14:42:48.000,organizational unit 65458,project 147556,task 148448,UNDEFINED
6645,Payment Handled,SYSTEM,2018/12/20 17:31:30.000,organizational unit 65458,project 147556,task 148448,UNDEFINED
6080,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/20 12:12:34.000,organizational unit 65454,project 147556,UNKNOWN,EMPLOYEE
6080,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/20 12:12:37.000,organizational unit 65454,project 147556,UNKNOWN,ADMINISTRATION
6080,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/21 09:49:50.000,organizational unit 65454,project 147556,UNKNOWN,SUPERVISOR
6080,Request Payment,SYSTEM,2018/11/22 10:35:28.000,organizational unit 65454,project 147556,UNKNOWN,UNDEFINED
6080,Payment Handled,SYSTEM,2018/11/26 17:31:23.000,organizational unit 65454,project 147556,UNKNOWN,UNDEFINED
4421,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/08 09:46:52.000,organizational unit 65465,project 147556,UNKNOWN,EMPLOYEE
4421,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/08 10:06:41.000,organizational unit 65465,project 147556,UNKNOWN,ADMINISTRATION
4421,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/08 11:12:56.000,organizational unit 65465,project 147556,UNKNOWN,SUPERVISOR
4421,Request Payment,SYSTEM,2018/08/09 10:44:08.000,organizational unit 65465,project 147556,UNKNOWN,UNDEFINED
4421,Payment Handled,SYSTEM,2018/08/13 17:31:12.000,organizational unit 65465,project 147556,UNKNOWN,UNDEFINED
3146,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/14 10:48:41.000,organizational unit 65465,project 147572,UNKNOWN,EMPLOYEE
3146,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/14 10:48:58.000,organizational unit 65465,project 147572,UNKNOWN,ADMINISTRATION
3146,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/05/15 16:10:48.000,organizational unit 65465,project 147572,UNKNOWN,BUDGET OWNER
3146,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/17 08:36:22.000,organizational unit 65465,project 147572,UNKNOWN,SUPERVISOR
3146,Request Payment,SYSTEM,2018/05/17 09:45:05.000,organizational unit 65465,project 147572,UNKNOWN,UNDEFINED
3146,Payment Handled,SYSTEM,2018/05/24 17:31:08.000,organizational unit 65465,project 147572,UNKNOWN,UNDEFINED
4635,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/28 14:05:38.000,organizational unit 65454,project 170985,UNKNOWN,EMPLOYEE
4635,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/28 14:05:44.000,organizational unit 65454,project 170985,UNKNOWN,ADMINISTRATION
4635,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/30 07:57:51.000,organizational unit 65454,project 170985,UNKNOWN,SUPERVISOR
4635,Request Payment,SYSTEM,2018/08/31 16:39:23.000,organizational unit 65454,project 170985,UNKNOWN,UNDEFINED
4635,Payment Handled,SYSTEM,2018/09/03 17:31:14.000,organizational unit 65454,project 170985,UNKNOWN,UNDEFINED
3182,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/16 10:54:57.000,organizational unit 65463,project 147620,task 154582,EMPLOYEE
3182,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/16 11:27:44.000,organizational unit 65463,project 147620,task 154582,ADMINISTRATION
3182,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/16 13:11:02.000,organizational unit 65463,project 147620,task 154582,SUPERVISOR
3182,Request Payment,SYSTEM,2018/05/16 19:06:22.000,organizational unit 65463,project 147620,task 154582,UNDEFINED
3182,Payment Handled,SYSTEM,2018/05/24 17:31:08.000,organizational unit 65463,project 147620,task 154582,UNDEFINED
4615,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/27 19:05:43.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
4615,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/08/27 19:06:30.000,organizational unit 65458,project 147546,UNKNOWN,ADMINISTRATION
4615,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/08/28 10:42:17.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
4615,Request Payment,SYSTEM,2018/08/29 08:43:48.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
4615,Payment Handled,SYSTEM,2018/09/03 17:31:14.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
424,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/06/21 15:15:00.000,organizational unit 65458,project 147649,UNKNOWN,EMPLOYEE
424,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/06/21 15:18:43.000,organizational unit 65458,project 147649,UNKNOWN,PRE_APPROVER
424,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/06/26 12:12:15.000,organizational unit 65458,project 147649,UNKNOWN,SUPERVISOR
424,Request Payment,SYSTEM,2017/06/27 14:37:50.000,organizational unit 65458,project 147649,UNKNOWN,UNDEFINED
424,Payment Handled,SYSTEM,2017/06/29 17:30:43.000,organizational unit 65458,project 147649,UNKNOWN,UNDEFINED
6138,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/23 11:49:41.000,organizational unit 65463,project 503,UNKNOWN,EMPLOYEE
6138,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/23 11:50:07.000,organizational unit 65463,project 503,UNKNOWN,ADMINISTRATION
6138,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/26 11:59:49.000,organizational unit 65463,project 503,UNKNOWN,SUPERVISOR
6138,Request Payment,SYSTEM,2018/11/27 17:13:18.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED
6138,Payment Handled,SYSTEM,2018/11/29 17:31:20.000,organizational unit 65463,project 503,UNKNOWN,UNDEFINED
6429,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/06 11:16:21.000,organizational unit 65456,project 147620,UNKNOWN,EMPLOYEE
6429,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/06 11:24:27.000,organizational unit 65456,project 147620,UNKNOWN,ADMINISTRATION
6429,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/12/10 11:30:49.000,organizational unit 65456,project 147620,UNKNOWN,BUDGET OWNER
6429,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/13 10:24:12.000,organizational unit 65456,project 147620,UNKNOWN,SUPERVISOR
6429,Request Payment,SYSTEM,2018/12/14 08:13:15.000,organizational unit 65456,project 147620,UNKNOWN,UNDEFINED
6429,Payment Handled,SYSTEM,2018/12/17 17:31:09.000,organizational unit 65456,project 147620,UNKNOWN,UNDEFINED
3601,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/12 11:34:28.000,organizational unit 65482,project 148681,UNKNOWN,EMPLOYEE
3601,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/12 11:35:13.000,organizational unit 65482,project 148681,UNKNOWN,ADMINISTRATION
3601,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/12 15:31:50.000,organizational unit 65482,project 148681,UNKNOWN,SUPERVISOR
3601,Request Payment,SYSTEM,2018/06/19 10:00:25.000,organizational unit 65482,project 148681,UNKNOWN,UNDEFINED
3601,Payment Handled,SYSTEM,2018/06/21 17:31:09.000,organizational unit 65482,project 148681,UNKNOWN,UNDEFINED
5372,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/11 13:13:43.000,organizational unit 65463,project 503,task 13603,EMPLOYEE
5372,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/10/11 13:13:45.000,organizational unit 65463,project 503,task 13603,ADMINISTRATION
5372,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/10/12 09:49:28.000,organizational unit 65463,project 503,task 13603,EMPLOYEE
5372,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/12 12:39:49.000,organizational unit 65463,project 503,task 13603,EMPLOYEE
5372,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/12 12:39:54.000,organizational unit 65463,project 503,task 13603,ADMINISTRATION
5372,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/15 14:39:34.000,organizational unit 65463,project 503,task 13603,SUPERVISOR
5372,Request Payment,SYSTEM,2018/10/16 10:26:39.000,organizational unit 65463,project 503,task 13603,UNDEFINED
5372,Payment Handled,SYSTEM,2018/10/18 17:31:18.000,organizational unit 65463,project 503,task 13603,UNDEFINED
5498,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/18 14:15:06.000,organizational unit 65482,project 147556,UNKNOWN,EMPLOYEE
5498,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/18 14:15:08.000,organizational unit 65482,project 147556,UNKNOWN,ADMINISTRATION
5498,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/19 16:18:05.000,organizational unit 65482,project 147556,UNKNOWN,SUPERVISOR
5498,Request Payment,SYSTEM,2018/11/12 21:50:36.000,organizational unit 65482,project 147556,UNKNOWN,UNDEFINED
5498,Payment Handled,SYSTEM,2018/11/15 17:31:20.000,organizational unit 65482,project 147556,UNKNOWN,UNDEFINED
3945,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/01 21:07:29.000,organizational unit 65465,project 147908,UNKNOWN,EMPLOYEE
3945,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/01 21:07:32.000,organizational unit 65465,project 147908,UNKNOWN,ADMINISTRATION
3945,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/03 16:00:20.000,organizational unit 65465,project 147908,UNKNOWN,SUPERVISOR
3945,Request Payment,SYSTEM,2018/07/05 09:06:32.000,organizational unit 65465,project 147908,UNKNOWN,UNDEFINED
3945,Payment Handled,SYSTEM,2018/07/09 17:31:27.000,organizational unit 65465,project 147908,UNKNOWN,UNDEFINED
6857,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/21 18:01:27.000,organizational unit 65465,project 503,UNKNOWN,EMPLOYEE
6857,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/21 18:48:01.000,organizational unit 65465,project 503,UNKNOWN,ADMINISTRATION
6857,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2019/01/03 15:39:07.000,organizational unit 65465,project 503,UNKNOWN,SUPERVISOR
6857,Request Payment,SYSTEM,2019/01/07 10:41:58.000,organizational unit 65465,project 503,UNKNOWN,UNDEFINED
6857,Payment Handled,SYSTEM,2019/01/10 17:31:09.000,organizational unit 65465,project 503,UNKNOWN,UNDEFINED
1675,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/02/05 16:39:11.000,organizational unit 65462,project 147701,UNKNOWN,EMPLOYEE
1675,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/02/05 16:40:41.000,organizational unit 65462,project 147701,UNKNOWN,ADMINISTRATION
1675,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/02/08 10:49:19.000,organizational unit 65462,project 147701,UNKNOWN,BUDGET OWNER
1675,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/02/08 17:35:41.000,organizational unit 65462,project 147701,UNKNOWN,SUPERVISOR
1675,Request Payment,SYSTEM,2018/02/09 15:02:30.000,organizational unit 65462,project 147701,UNKNOWN,UNDEFINED
1675,Payment Handled,SYSTEM,2018/02/12 17:31:22.000,organizational unit 65462,project 147701,UNKNOWN,UNDEFINED
4195,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/07/13 12:59:38.000,organizational unit 65458,project 151278,task 34818,EMPLOYEE
4195,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/07/13 12:59:52.000,organizational unit 65458,project 151278,task 34818,ADMINISTRATION
4195,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/13 14:59:56.000,organizational unit 65458,project 151278,task 34818,SUPERVISOR
4195,Request Payment,SYSTEM,2018/07/13 18:07:33.000,organizational unit 65458,project 151278,task 34818,UNDEFINED
4195,Payment Handled,SYSTEM,2018/07/19 17:32:04.000,organizational unit 65458,project 151278,task 34818,UNDEFINED
1142,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/08 14:30:17.000,organizational unit 65454,project 147582,task 5681,EMPLOYEE
1142,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/15 11:24:11.000,organizational unit 65454,project 147582,task 5681,ADMINISTRATION
1142,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/15 12:32:21.000,organizational unit 65454,project 147582,task 5681,SUPERVISOR
1142,Request Payment,SYSTEM,2018/01/15 14:19:18.000,organizational unit 65454,project 147582,task 5681,UNDEFINED
1142,Payment Handled,SYSTEM,2018/01/18 17:31:10.000,organizational unit 65454,project 147582,task 5681,UNDEFINED
127,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/03/02 10:51:54.000,organizational unit 65463,project 148216,task 1403,EMPLOYEE
127,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/03/02 10:51:58.000,organizational unit 65463,project 148216,task 1403,PRE_APPROVER
127,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/03/09 05:15:04.000,organizational unit 65463,project 148216,task 1403,SUPERVISOR
127,Request Payment,SYSTEM,2017/03/09 09:03:55.000,organizational unit 65463,project 148216,task 1403,UNDEFINED
127,Payment Handled,SYSTEM,2017/03/13 17:31:05.000,organizational unit 65463,project 148216,task 1403,UNDEFINED
6409,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/05 15:28:50.000,organizational unit 65468,project 147582,UNKNOWN,EMPLOYEE
6409,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/05 15:28:59.000,organizational unit 65468,project 147582,UNKNOWN,ADMINISTRATION
6409,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/12/12 13:49:06.000,organizational unit 65468,project 147582,UNKNOWN,BUDGET OWNER
6409,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/13 10:15:07.000,organizational unit 65468,project 147582,UNKNOWN,SUPERVISOR
6409,Request Payment,SYSTEM,2018/12/13 10:15:08.000,organizational unit 65468,project 147582,UNKNOWN,UNDEFINED
6409,Payment Handled,SYSTEM,2018/12/17 17:31:09.000,organizational unit 65468,project 147582,UNKNOWN,UNDEFINED
4771,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/06 20:29:35.000,organizational unit 65482,project 503,UNKNOWN,EMPLOYEE
4771,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/09/06 20:31:10.000,organizational unit 65482,project 503,UNKNOWN,ADMINISTRATION
4771,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/09/07 13:25:41.000,organizational unit 65482,project 503,UNKNOWN,EMPLOYEE
4771,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/12 10:13:46.000,organizational unit 65482,project 503,UNKNOWN,EMPLOYEE
4771,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/12 10:14:01.000,organizational unit 65482,project 503,UNKNOWN,ADMINISTRATION
4771,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/12 16:01:07.000,organizational unit 65482,project 503,UNKNOWN,SUPERVISOR
4771,Request Payment,SYSTEM,2018/09/14 12:24:37.000,organizational unit 65482,project 503,UNKNOWN,UNDEFINED
4771,Payment Handled,SYSTEM,2018/09/20 17:31:17.000,organizational unit 65482,project 503,UNKNOWN,UNDEFINED
2090,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/02 12:41:04.000,organizational unit 65461,project 147843,UNKNOWN,EMPLOYEE
2090,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/02 12:41:31.000,organizational unit 65461,project 147843,UNKNOWN,ADMINISTRATION
2090,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/05 15:33:45.000,organizational unit 65461,project 147843,UNKNOWN,SUPERVISOR
