case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5
case-4586,T04 Determine confirmation of receipt - complete,Value2,2010/12/06 11:59:32.057,Value1,Value1,Value4,Value13,Value4
case-4586,T05 Print and send confirmation of receipt - complete,Value12,2010/12/06 15:12:40.900,Value1,Value1,Value4,Value13,Value5
case-4586,T06 Determine necessity of stop advice - complete,Value11,2011/01/11 08:06:16.422,Value1,Value1,Value4,Value13,Value1
case-4586,T10 Determine necessity to stop indication - complete,Value11,2011/01/11 08:06:40.034,Value1,Value1,Value4,Value13,Value1
case-6212,Confirmation of receipt - complete,Value15,2011/03/24 09:05:45.728,Value1,Value1,Value4,Value3,Value3
case-6212,T02 Check confirmation of receipt - complete,Value15,2011/03/24 09:05:59.222,Value1,Value1,Value4,Value3,Value2
case-6212,T04 Determine confirmation of receipt - complete,Value15,2011/03/24 09:06:15.166,Value1,Value1,Value4,Value3,Value4
case-6212,T05 Print and send confirmation of receipt - complete,Value15,2011/03/24 09:06:25.612,Value1,Value1,Value4,Value3,Value5
case-6212,T06 Determine necessity of stop advice - complete,Value15,2011/03/24 15:11:22.488,Value1,Value1,Value4,Value3,Value1
case-6212,T10 Determine necessity to stop indication - complete,Value15,2011/03/24 15:11:36.223,Value1,Value1,Value4,Value3,Value1
case-6343,Confirmation of receipt - complete,Value11,2011/03/10 14:48:56.527,Value1,Value1,Value4,Value13,Value3
case-6343,T02 Check confirmation of receipt - complete,Value11,2011/03/10 14:49:14.192,Value1,Value1,Value4,Value13,Value2
case-6343,T04 Determine confirmation of receipt - complete,Value11,2011/03/10 14:49:28.279,Value1,Value1,Value4,Value13,Value4
case-6343,T05 Print and send confirmation of receipt - complete,Value11,2011/03/10 14:49:38.955,Value1,Value1,Value4,Value13,Value5
case-6343,T06 Determine necessity of stop advice - complete,Value11,2011/03/10 14:50:26.819,Value1,Value1,Value4,Value13,Value1
case-6343,T10 Determine necessity to stop indication - complete,Value11,2011/03/10 15:43:23.265,Value1,Value1,Value4,Value13,Value1
case-6343,T11 Create document X request unlicensed - complete,Value11,2011/03/10 16:05:05.115,Value1,Value1,Value4,Value13,Value1
case-6343,T12 Check document X request unlicensed - complete,Value11,2011/03/10 16:05:17.629,Value1,Value1,Value4,Value13,Value2
case-6343,T14 Determine document X request unlicensed - complete,Value11,2011/03/10 16:05:50.620,Value1,Value1,Value4,Value13,Value4
case-6343,T15 Print document X request unlicensed - complete,Value11,2011/03/10 16:06:00.570,Value1,Value1,Value4,Value13,Value5
case-5116,Confirmation of receipt - complete,Value4,2011/01/26 08:24:39.677,Value3,Value1,Value4,Value24,Value3
case-11470,Confirmation of receipt - complete,Value26,2012/01/18 09:10:47.037,Value1,Value1,Value2,Value22,Value3
case-11470,T02 Check confirmation of receipt - complete,Value26,2012/01/18 09:13:20.508,Value1,Value1,Value2,Value22,Value3
case-11470,T04 Determine confirmation of receipt - complete,Value26,2012/01/18 09:15:25.069,Value1,Value1,Value2,Value22,Value3
case-11470,T05 Print and send confirmation of receipt - complete,Value26,2012/01/18 09:17:33.202,Value1,Value1,Value2,Value22,Value5
case-11470,T06 Determine necessity of stop advice - complete,Value26,2012/01/18 09:24:07.559,Value1,Value1,Value2,Value22,Value1
case-11470,T10 Determine necessity to stop indication - complete,Value26,2012/01/18 09:38:45.355,Value1,Value1,Value2,Value22,Value1
case-8446,Confirmation of receipt - complete,Value14,2011/09/01 12:11:45.413,Value1,Value1,Value2,Value14,Value3
case-8446,T02 Check confirmation of receipt - complete,Value14,2011/09/01 12:14:52.504,Value1,Value1,Value2,Value14,Value2
case-8446,T04 Determine confirmation of receipt - complete,Value14,2011/09/01 12:15:34.181,Value1,Value1,Value2,Value14,Value4
case-8446,T05 Print and send confirmation of receipt - complete,Value14,2011/09/01 12:16:06.942,Value1,Value1,Value2,Value14,Value5
case-8446,T06 Determine necessity of stop advice - complete,Value14,2011/09/01 12:16:41.339,Value1,Value1,Value2,Value14,Value1
case-8446,T10 Determine necessity to stop indication - complete,Value14,2011/09/01 12:19:10.677,Value1,Value1,Value2,Value14,Value1
case-7805,Confirmation of receipt - complete,Value19,2011/06/20 08:47:42.688,Value1,Value1,Value4,Value18,Value1
case-7805,T02 Check confirmation of receipt - complete,Value19,2011/06/20 08:48:11.620,Value1,Value1,Value4,Value18,Value2
case-7805,T04 Determine confirmation of receipt - complete,Value19,2011/06/20 08:48:31.478,Value1,Value1,Value4,Value18,Value4
case-7805,T05 Print and send confirmation of receipt - complete,Value19,2011/06/20 08:48:50.221,Value1,Value1,Value4,Value18,Value5
case-7805,T06 Determine necessity of stop advice - complete,Value19,2011/06/20 09:07:02.065,Value1,Value1,Value4,Value18,Value1
case-7805,T10 Determine necessity to stop indication - complete,Value19,2011/06/20 09:07:26.235,Value1,Value1,Value4,Value18,Value1
case-9920,Confirmation of receipt - complete,Value20,2011/10/07 08:39:18.634,Value1,Value1,Value3,Value3,Value3
case-9920,T02 Check confirmation of receipt - complete,Value20,2011/10/07 08:40:03.223,Value1,Value1,Value3,Value3,Value2
case-9920,T04 Determine confirmation of receipt - complete,Value20,2011/10/07 08:40:22.614,Value1,Value1,Value3,Value3,Value4
case-9920,T05 Print and send confirmation of receipt - complete,Value20,2011/10/07 08:40:39.521,Value1,Value1,Value3,Value3,Value5
case-9920,T06 Determine necessity of stop advice - complete,Value20,2011/10/07 08:40:59.538,Value1,Value1,Value3,Value3,Value1
case-9920,T10 Determine necessity to stop indication - complete,Value20,2011/10/07 08:41:28.276,Value1,Value1,Value3,Value3,Value1
case-7750,Confirmation of receipt - complete,Value8,2011/06/06 12:46:00.801,Value1,Value1,Value4,Value7,Value3
case-7750,T02 Check confirmation of receipt - complete,Value8,2011/06/06 12:46:34.174,Value1,Value1,Value4,Value7,Value3
case-7750,T06 Determine necessity of stop advice - complete,Value8,2011/06/06 12:46:56.367,Value1,Value1,Value4,Value7,Value1
case-7750,T04 Determine confirmation of receipt - complete,Value8,2011/06/06 12:47:30.081,Value1,Value1,Value4,Value7,Value3
case-7750,T10 Determine necessity to stop indication - complete,Value8,2011/06/06 12:47:45.214,Value1,Value1,Value4,Value7,Value1
case-7750,T05 Print and send confirmation of receipt - complete,Value8,2011/06/06 12:51:45.164,Value1,Value1,Value4,Value7,Value5
case-4024,Confirmation of receipt - complete,Value4,2010/12/20 12:10:34.164,Value1,Value3,Value4,Value26,Value1
case-8849,Confirmation of receipt - complete,Value24,2011/08/03 15:55:27.259,Value1,Value1,Value2,Value2,Value3
case-8849,T02 Check confirmation of receipt - complete,Value24,2011/08/03 15:55:49.201,Value1,Value1,Value2,Value2,Value2
case-8849,T04 Determine confirmation of receipt - complete,Value24,2011/08/03 15:56:19.760,Value1,Value1,Value2,Value2,Value4
case-8849,T05 Print and send confirmation of receipt - complete,Value24,2011/08/03 15:56:49.992,Value1,Value1,Value2,Value2,Value5
case-8849,T06 Determine necessity of stop advice - complete,Value24,2011/08/03 15:57:10.427,Value1,Value1,Value2,Value2,Value1
case-8849,T10 Determine necessity to stop indication - complete,Value24,2011/08/03 15:57:39.056,Value1,Value1,Value2,Value2,Value1
case-5137,Confirmation of receipt - complete,Value19,2011/01/11 11:17:00.962,Value2,Value1,Value4,Value18,Value3
case-5137,T06 Determine necessity of stop advice - complete,Value19,2011/01/11 11:17:55.130,Value2,Value1,Value4,Value18,Value1
case-5137,T10 Determine necessity to stop indication - complete,Value19,2011/01/11 11:18:11.442,Value2,Value1,Value4,Value18,Value1
case-5137,T02 Check confirmation of receipt - complete,Value23,2011/01/13 13:01:06.651,Value2,Value1,Value4,Value18,Value3
case-5137,T04 Determine confirmation of receipt - complete,Value2,2011/01/13 16:15:51.204,Value2,Value1,Value4,Value18,Value4
case-5137,T05 Print and send confirmation of receipt - complete,Value12,2011/01/14 10:07:50.341,Value2,Value1,Value4,Value18,Value5
case-5554,Confirmation of receipt - complete,Value10,2011/02/01 16:06:53.322,Value1,Value1,Value4,Value8,Value3
case-5554,T02 Check confirmation of receipt - complete,Value10,2011/02/01 16:07:13.385,Value1,Value1,Value4,Value8,Value2
case-5554,T06 Determine necessity of stop advice - complete,Value10,2011/02/01 16:07:48.511,Value1,Value1,Value4,Value8,Value1
case-5554,T10 Determine necessity to stop indication - complete,Value10,2011/02/01 16:09:32.110,Value1,Value1,Value4,Value8,Value1
case-5554,T04 Determine confirmation of receipt - complete,Value2,2011/02/02 13:32:53.512,Value1,Value1,Value4,Value8,Value4
case-5554,T05 Print and send confirmation of receipt - complete,Value12,2011/02/02 14:47:50.672,Value1,Value1,Value4,Value8,Value5
case-5533,Confirmation of receipt - complete,Value33,2011/02/14 08:39:23.914,Value1,Value1,Value4,Value26,Value3
case-5533,T02 Check confirmation of receipt - complete,Value33,2011/02/14 08:40:05.195,Value1,Value1,Value4,Value26,Value3
case-5533,T06 Determine necessity of stop advice - complete,Value33,2011/02/14 08:40:18.353,Value1,Value1,Value4,Value26,Value1
case-5533,T10 Determine necessity to stop indication - complete,Value33,2011/02/14 08:40:35.976,Value1,Value1,Value4,Value26,Value1
case-5533,T11 Create document X request unlicensed - complete,Value33,2011/02/14 08:57:35.249,Value1,Value1,Value4,Value26,Value1
case-5533,T12 Check document X request unlicensed - complete,Value32,2011/02/14 09:17:01.432,Value1,Value1,Value4,Value26,Value3
case-5533,T04 Determine confirmation of receipt - complete,Value2,2011/02/14 12:01:30.911,Value1,Value1,Value4,Value26,Value4
case-5533,T14 Determine document X request unlicensed - complete,Value2,2011/02/14 12:03:23.014,Value1,Value1,Value4,Value26,Value4
case-5533,T05 Print and send confirmation of receipt - complete,Value12,2011/02/15 11:21:45.035,Value1,Value1,Value4,Value26,Value5
case-5533,T15 Print document X request unlicensed - complete,Value12,2011/02/15 11:25:09.113,Value1,Value1,Value4,Value26,Value5
case-9331,Confirmation of receipt - complete,Value18,2011/09/01 13:56:19.252,Value1,Value1,Value2,Value17,Value3
case-9331,T02 Check confirmation of receipt - complete,Value18,2011/09/01 13:57:02.601,Value1,Value1,Value2,Value17,Value3
case-9331,T04 Determine confirmation of receipt - complete,Value18,2011/09/01 13:57:52.262,Value1,Value1,Value2,Value17,Value3
case-9331,T05 Print and send confirmation of receipt - complete,Value18,2011/09/01 13:58:33.616,Value1,Value1,Value2,Value17,Value3
case-9331,T06 Determine necessity of stop advice - complete,Value18,2011/09/01 13:59:02.412,Value1,Value1,Value2,Value17,Value1
case-9331,T10 Determine necessity to stop indication - complete,Value18,2011/09/01 13:59:38.075,Value1,Value1,Value2,Value17,Value1
case-4515,Confirmation of receipt - complete,Value29,2010/12/02 09:14:36.341,Value1,Value1,Value4,Value24,Value1
case-4515,T06 Determine necessity of stop advice - complete,Value29,2010/12/02 09:15:36.139,Value1,Value1,Value4,Value24,Value1
case-4515,T10 Determine necessity to stop indication - complete,Value29,2010/12/02 09:22:48.215,Value1,Value1,Value4,Value24,Value1
case-4515,T02 Check confirmation of receipt - complete,Value29,2010/12/02 09:23:22.313,Value1,Value1,Value4,Value24,Value2
case-4515,T04 Determine confirmation of receipt - complete,Value29,2010/12/02 09:23:38.418,Value1,Value1,Value4,Value24,Value4
case-4515,T05 Print and send confirmation of receipt - complete,Value12,2010/12/06 14:33:31.641,Value1,Value1,Value4,Value24,Value5
case-6259,Confirmation of receipt - complete,Value15,2011/03/24 09:30:18.063,Value1,Value1,Value4,Value3,Value3
case-6259,T02 Check confirmation of receipt - complete,Value15,2011/03/24 09:30:34.747,Value1,Value1,Value4,Value3,Value2
case-6259,T04 Determine confirmation of receipt - complete,Value15,2011/03/24 09:30:51.601,Value1,Value1,Value4,Value3,Value4
case-6259,T05 Print and send confirmation of receipt - complete,Value15,2011/03/24 09:31:01.829,Value1,Value1,Value4,Value3,Value5
case-6259,T06 Determine necessity of stop advice - complete,Value15,2011/04/05 13:54:46.065,Value1,Value1,Value4,Value3,Value1
case-6259,T10 Determine necessity to stop indication - complete,Value15,2011/04/05 13:54:59.656,Value1,Value1,Value4,Value3,Value1
case-4599,Confirmation of receipt - complete,Value11,2010/12/06 13:55:44.720,Value1,Value1,Value4,Value13,Value3
case-4599,T02 Check confirmation of receipt - complete,Value11,2010/12/06 13:55:59.228,Value1,Value1,Value4,Value13,Value2
case-4599,T04 Determine confirmation of receipt - complete,Value2,2010/12/07 08:17:59.224,Value1,Value1,Value4,Value13,Value4
case-4599,T05 Print and send confirmation of receipt - complete,Value12,2010/12/07 08:32:44.765,Value1,Value1,Value4,Value13,Value5
case-4599,T06 Determine necessity of stop advice - complete,Value4,2011/01/10 15:10:37.132,Value1,Value1,Value4,Value13,Value1
case-10159,Confirmation of receipt - complete,Value5,2011/11/10 11:00:39.952,Value1,Value1,Value3,Value3,Value3
case-10159,T02 Check confirmation of receipt - complete,Value5,2011/11/10 11:01:15.080,Value1,Value1,Value3,Value3,Value2
case-10159,T04 Determine confirmation of receipt - complete,Value5,2011/11/10 11:02:07.499,Value1,Value1,Value3,Value3,Value4
case-10159,T05 Print and send confirmation of receipt - complete,Value5,2011/11/10 11:02:24.015,Value1,Value1,Value3,Value3,Value5
case-10159,T06 Determine necessity of stop advice - complete,Value5,2011/11/10 11:02:41.340,Value1,Value1,Value3,Value3,Value1
case-10159,T10 Determine necessity to stop indication - complete,Value5,2011/11/10 11:03:55.840,Value1,Value1,Value3,Value3,Value1
case-10541,Confirmation of receipt - complete,Value10,2011/11/24 11:39:46.582,Value1,Value1,Value2,Value8,Value3
case-10541,T02 Check confirmation of receipt - complete,Value10,2011/11/24 11:46:52.160,Value1,Value1,Value2,Value8,Value2
case-10541,T04 Determine confirmation of receipt - complete,Value10,2011/11/24 11:48:07.308,Value1,Value1,Value2,Value8,Value3
case-10541,T05 Print and send confirmation of receipt - complete,Value10,2011/11/24 11:48:40.018,Value1,Value1,Value2,Value8,Value5
case-10541,T06 Determine necessity of stop advice - complete,Value10,2011/11/24 11:53:15.660,Value1,Value1,Value2,Value8,Value1
case-10541,T10 Determine necessity to stop indication - complete,Value10,2011/11/24 12:10:33.205,Value1,Value1,Value2,Value8,Value1
case-10070,Confirmation of receipt - complete,Value8,2011/11/09 19:43:25.050,Value1,Value1,Value2,Value7,Value3
case-10070,T06 Determine necessity of stop advice - complete,Value8,2011/11/09 19:43:50.463,Value1,Value1,Value2,Value7,Value1
case-10070,T02 Check confirmation of receipt - complete,Value8,2011/11/09 19:44:27.071,Value1,Value1,Value2,Value7,Value3
case-10070,T04 Determine confirmation of receipt - complete,Value8,2011/11/09 19:44:58.894,Value1,Value1,Value2,Value7,Value3
case-10070,T10 Determine necessity to stop indication - complete,Value8,2011/11/09 19:45:21.385,Value1,Value1,Value2,Value7,Value1
case-10070,T05 Print and send confirmation of receipt - complete,Value8,2011/11/09 19:48:48.443,Value1,Value1,Value2,Value7,Value5
case-5099,Confirmation of receipt - complete,Value29,2011/01/04 16:35:23.458,Value1,Value1,Value4,Value24,Value3
case-5099,T02 Check confirmation of receipt - complete,Value31,2011/01/05 11:03:56.397,Value1,Value1,Value4,Value24,Value3
case-5099,T04 Determine confirmation of receipt - complete,Value2,2011/01/05 12:36:39.061,Value1,Value1,Value4,Value24,Value4
case-5099,T05 Print and send confirmation of receipt - complete,Value29,2011/01/06 10:20:02.390,Value1,Value1,Value4,Value24,Value3
case-5099,T06 Determine necessity of stop advice - complete,Value29,2011/01/06 12:17:19.977,Value1,Value1,Value4,Value24,Value1
case-5099,T10 Determine necessity to stop indication - complete,Value29,2011/01/06 12:17:40.020,Value1,Value1,Value4,Value24,Value1
case-8017,Confirmation of receipt - complete,Value20,2011/07/04 15:32:23.852,Value1,Value1,Value3,Value3,Value1
case-8017,T02 Check confirmation of receipt - complete,Value20,2011/07/04 15:33:13.474,Value1,Value1,Value3,Value3,Value2
case-8017,T04 Determine confirmation of receipt - complete,Value20,2011/07/04 15:33:54.454,Value1,Value1,Value3,Value3,Value4
case-8017,T05 Print and send confirmation of receipt - complete,Value20,2011/07/04 15:34:34.278,Value1,Value1,Value3,Value3,Value5
case-8017,T06 Determine necessity of stop advice - complete,Value20,2011/07/04 15:35:05.342,Value1,Value1,Value3,Value3,Value1
case-8017,T10 Determine necessity to stop indication - complete,Value20,2011/07/04 15:36:05.754,Value1,Value1,Value3,Value3,Value1
case-7497,Confirmation of receipt - complete,Value8,2011/05/20 11:19:41.410,Value2,Value1,Value4,Value7,Value3
case-7497,T02 Check confirmation of receipt - complete,Value8,2011/05/20 11:20:28.356,Value2,Value1,Value4,Value7,Value3
case-7497,T06 Determine necessity of stop advice - complete,Value8,2011/05/20 11:49:32.796,Value2,Value1,Value4,Value7,Value1
case-7497,T10 Determine necessity to stop indication - complete,Value8,2011/05/20 11:49:46.080,Value2,Value1,Value4,Value7,Value1
case-7497,T04 Determine confirmation of receipt - complete,Value2,2011/05/26 08:37:42.971,Value2,Value1,Value4,Value7,Value4
case-7497,T05 Print and send confirmation of receipt - complete,Value12,2011/05/27 16:42:41.664,Value2,Value1,Value4,Value7,Value5
case-9823,Confirmation of receipt - complete,Value15,2011/10/13 17:56:27.069,Value1,Value1,Value3,Value11,Value3
case-9823,T06 Determine necessity of stop advice - complete,Value15,2011/10/13 17:57:06.123,Value1,Value1,Value3,Value11,Value1
case-9823,T02 Check confirmation of receipt - complete,Value15,2011/10/13 17:57:26.894,Value1,Value1,Value3,Value11,Value2
case-9823,T10 Determine necessity to stop indication - complete,Value15,2011/10/13 17:57:46.535,Value1,Value1,Value3,Value11,Value1
case-9823,T04 Determine confirmation of receipt - complete,Value15,2011/10/13 17:58:10.389,Value1,Value1,Value3,Value11,Value4
case-9823,T05 Print and send confirmation of receipt - complete,Value15,2011/10/13 17:58:34.636,Value1,Value1,Value3,Value11,Value5
case-5943,Confirmation of receipt - complete,Value11,2011/02/14 15:46:18.518,Value1,Value1,Value4,Value13,Value3
case-5943,T02 Check confirmation of receipt - complete,Value11,2011/02/14 15:46:36.377,Value1,Value1,Value4,Value13,Value2
case-5943,T06 Determine necessity of stop advice - complete,Value11,2011/02/14 15:47:01.511,Value1,Value1,Value4,Value13,Value1
case-5943,T10 Determine necessity to stop indication - complete,Value11,2011/02/14 15:47:44.760,Value1,Value1,Value4,Value13,Value1
case-5943,T04 Determine confirmation of receipt - complete,Value2,2011/02/15 16:43:16.047,Value1,Value1,Value4,Value13,Value4
case-5943,T05 Print and send confirmation of receipt - complete,Value12,2011/02/16 14:23:01.644,Value1,Value1,Value4,Value13,Value5
case-4946,Confirmation of receipt - complete,Value10,2010/12/30 14:19:04.351,Value2,Value1,Value4,Value8,Value3
case-4946,T02 Check confirmation of receipt - complete,Value10,2010/12/30 14:19:39.338,Value2,Value1,Value4,Value8,Value3
case-4946,T04 Determine confirmation of receipt - complete,Value2,2010/12/31 09:19:30.644,Value2,Value1,Value4,Value8,Value4
case-4946,T05 Print and send confirmation of receipt - complete,Value12,2010/12/31 11:43:06.997,Value2,Value1,Value4,Value8,Value5
case-4946,T06 Determine necessity of stop advice - complete,Value10,2011/01/11 15:57:57.437,Value2,Value1,Value4,Value8,Value1
case-4946,T10 Determine necessity to stop indication - complete,Value10,2011/01/11 16:06:35.978,Value2,Value1,Value4,Value8,Value1
case-6537,Confirmation of receipt - complete,Value36,2011/03/18 11:47:03.758,Value1,Value1,Value4,Value9,Value1
case-6537,T02 Check confirmation of receipt - complete,Value36,2011/03/18 11:47:58.309,Value1,Value1,Value4,Value9,Value3
case-6537,T06 Determine necessity of stop advice - complete,Value36,2011/03/18 11:53:15.898,Value1,Value1,Value4,Value9,Value1
case-6537,T10 Determine necessity to stop indication - complete,Value36,2011/03/18 11:53:41.940,Value1,Value1,Value4,Value9,Value1
case-6537,T04 Determine confirmation of receipt - complete,Value31,2011/03/18 12:33:16.444,Value1,Value1,Value4,Value9,Value3
case-6537,T05 Print and send confirmation of receipt - complete,Value36,2011/03/18 14:45:58.581,Value1,Value1,Value4,Value9,Value3
case-9947,Confirmation of receipt - complete,Value11,2011/10/18 13:22:17.174,Value1,Value1,Value2,Value13,Value3
case-9947,T02 Check confirmation of receipt - complete,Value11,2011/10/18 13:23:01.421,Value1,Value1,Value2,Value13,Value2
case-9947,T04 Determine confirmation of receipt - complete,Value11,2011/10/18 13:23:44.438,Value1,Value1,Value2,Value13,Value4
case-9947,T05 Print and send confirmation of receipt - complete,Value11,2011/10/18 13:24:05.444,Value1,Value1,Value2,Value13,Value5
case-9947,T06 Determine necessity of stop advice - complete,Value11,2011/10/18 14:06:13.467,Value1,Value1,Value2,Value13,Value1
case-9947,T10 Determine necessity to stop indication - complete,Value11,2011/10/18 14:06:42.492,Value1,Value1,Value2,Value13,Value1
case-8390,Confirmation of receipt - complete,Value11,2011/07/12 09:23:21.707,Value1,Value1,Value2,Value13,Value1
case-8390,T02 Check confirmation of receipt - complete,Value11,2011/07/12 09:23:48.664,Value1,Value1,Value2,Value13,Value2
case-8390,T04 Determine confirmation of receipt - complete,Value11,2011/07/12 09:24:32.537,Value1,Value1,Value2,Value13,Value4
case-8390,T05 Print and send confirmation of receipt - complete,Value11,2011/07/12 09:24:55.215,Value1,Value1,Value2,Value13,Value5
case-8390,T06 Determine necessity of stop advice - complete,Value11,2011/07/28 14:11:07.460,Value1,Value1,Value2,Value13,Value1
case-8390,T10 Determine necessity to stop indication - complete,Value11,2011/07/28 14:12:41.655,Value1,Value1,Value2,Value13,Value1
case-6475,Confirmation of receipt - complete,Value15,2011/03/24 11:53:20.647,Value1,Value1,Value4,Value3,Value3
case-6475,T02 Check confirmation of receipt - complete,Value15,2011/03/24 11:53:42.669,Value1,Value1,Value4,Value3,Value2
case-6475,T04 Determine confirmation of receipt - complete,Value15,2011/03/24 11:54:01.657,Value1,Value1,Value4,Value3,Value4
case-6475,T05 Print and send confirmation of receipt - complete,Value15,2011/03/24 11:54:13.421,Value1,Value1,Value4,Value3,Value5
case-6475,T06 Determine necessity of stop advice - complete,Value15,2011/04/07 12:52:53.268,Value1,Value1,Value4,Value3,Value1
case-6475,T10 Determine necessity to stop indication - complete,Value15,2011/04/07 13:03:02.315,Value1,Value1,Value4,Value3,Value1
case-8733,Confirmation of receipt - complete,Value6,2011/08/25 12:49:35.899,Value1,Value1,Value2,Value4,Value3
case-8733,T06 Determine necessity of stop advice - complete,Value6,2011/08/25 12:49:57.360,Value1,Value1,Value2,Value4,Value1
case-8733,T02 Check confirmation of receipt - complete,Value6,2011/08/25 12:50:35.211,Value1,Value1,Value2,Value4,Value2
case-8733,T04 Determine confirmation of receipt - complete,Value6,2011/08/25 12:50:50.892,Value1,Value1,Value2,Value4,Value4
case-8733,T05 Print and send confirmation of receipt - complete,Value6,2011/08/25 12:51:08.015,Value1,Value1,Value2,Value4,Value5
case-8733,T10 Determine necessity to stop indication - complete,Value6,2011/08/25 12:51:30.158,Value1,Value1,Value2,Value4,Value1
case-10291,Confirmation of receipt - complete,Value4,2011/11/17 15:25:46.106,Value1,Value1,Value1,Value15,Value3
case-8186,Confirmation of receipt - complete,Value22,2011/06/21 22:30:05.950,Value1,Value1,Value4,Value19,Value1
case-9700,Confirmation of receipt - complete,Value24,2011/09/23 09:58:15.049,Value1,Value1,Value2,Value2,Value3
case-9700,T02 Check confirmation of receipt - complete,Value24,2011/09/23 10:02:37.118,Value1,Value1,Value2,Value2,Value2
case-9700,T04 Determine confirmation of receipt - complete,Value24,2011/09/23 10:03:00.213,Value1,Value1,Value2,Value2,Value4
case-9700,T05 Print and send confirmation of receipt - complete,Value24,2011/09/23 10:03:18.256,Value1,Value1,Value2,Value2,Value5
case-9700,T06 Determine necessity of stop advice - complete,Value24,2011/09/23 10:03:36.047,Value1,Value1,Value2,Value2,Value1
case-9700,T10 Determine necessity to stop indication - complete,Value24,2011/09/23 10:03:55.500,Value1,Value1,Value2,Value2,Value1
case-5289,Confirmation of receipt - complete,Value32,2011/01/13 15:12:26.011,Value2,Value1,Value4,Value28,Value1
case-5289,T02 Check confirmation of receipt - complete,Value2,2011/01/13 16:23:42.177,Value2,Value1,Value4,Value28,Value2
case-5289,T04 Determine confirmation of receipt - complete,Value2,2011/01/13 16:23:53.685,Value2,Value1,Value4,Value28,Value4
case-5289,T06 Determine necessity of stop advice - complete,Value32,2011/01/14 08:13:13.195,Value2,Value1,Value4,Value28,Value1
case-5289,T10 Determine necessity to stop indication - complete,Value32,2011/01/14 08:14:07.545,Value2,Value1,Value4,Value28,Value1
case-5289,T05 Print and send confirmation of receipt - complete,Value12,2011/01/14 09:29:06.653,Value2,Value1,Value4,Value28,Value5
case-7177,Confirmation of receipt - complete,Value4,2011/05/04 08:18:26.126,Value1,Value1,Value4,Value7,Value3
case-4248,Confirmation of receipt - complete,Value4,2010/12/20 12:50:06.640,Value1,Value1,Value4,Value4,Value3
case-6495,Confirmation of receipt - complete,Value11,2011/03/18 12:02:41.499,Value1,Value1,Value4,Value13,Value3
case-6495,T02 Check confirmation of receipt - complete,Value11,2011/03/18 12:03:02.647,Value1,Value1,Value4,Value13,Value2
case-6495,T06 Determine necessity of stop advice - complete,Value11,2011/03/18 12:03:32.093,Value1,Value1,Value4,Value13,Value1
case-6495,T04 Determine confirmation of receipt - complete,Value11,2011/03/18 12:04:24.733,Value1,Value1,Value4,Value13,Value4
case-6495,T05 Print and send confirmation of receipt - complete,Value11,2011/03/18 12:04:56.795,Value1,Value1,Value4,Value13,Value5
case-6495,T10 Determine necessity to stop indication - complete,Value11,2011/03/18 12:05:13.734,Value1,Value1,Value4,Value13,Value1
case-9228,Confirmation of receipt - complete,Value24,2011/08/29 10:10:18.965,Value1,Value1,Value2,Value2,Value3
case-9228,T02 Check confirmation of receipt - complete,Value24,2011/08/29 10:10:42.442,Value1,Value1,Value2,Value2,Value2
case-9228,T04 Determine confirmation of receipt - complete,Value24,2011/08/29 10:11:01.504,Value1,Value1,Value2,Value2,Value4
case-9228,T05 Print and send confirmation of receipt - complete,Value24,2011/08/29 10:11:24.853,Value1,Value1,Value2,Value2,Value5
case-9228,T06 Determine necessity of stop advice - complete,Value24,2011/08/29 10:11:41.777,Value1,Value1,Value2,Value2,Value1
case-9228,T10 Determine necessity to stop indication - complete,Value24,2011/08/29 10:12:03.155,Value1,Value1,Value2,Value2,Value1
case-6801,Confirmation of receipt - complete,Value4,2011/04/21 10:43:50.470,Value1,Value1,Value4,Value3,Value3
case-5275,Confirmation of receipt - complete,Value26,2011/01/14 16:03:09.840,Value1,Value1,Value4,Value22,Value3
case-5275,T06 Determine necessity of stop advice - complete,Value26,2011/01/17 09:06:42.726,Value1,Value1,Value4,Value22,Value1
case-5275,T10 Determine necessity to stop indication - complete,Value26,2011/01/17 09:09:14.670,Value1,Value1,Value4,Value22,Value1
case-5275,T02 Check confirmation of receipt - complete,Value23,2011/01/17 13:47:49.460,Value1,Value1,Value4,Value22,Value3
case-5275,T03 Adjust confirmation of receipt - complete,Value26,2011/01/20 13:39:54.930,Value1,Value1,Value4,Value22,Value1
case-5275,T02 Check confirmation of receipt - complete,Value26,2011/01/20 13:40:10.916,Value1,Value1,Value4,Value22,Value2
case-5275,T04 Determine confirmation of receipt - complete,Value26,2011/01/20 13:41:34.147,Value1,Value1,Value4,Value22,Value4
case-5275,T05 Print and send confirmation of receipt - complete,Value12,2011/01/24 11:04:54.827,Value1,Value1,Value4,Value22,Value5
case-5186,Confirmation of receipt - complete,Value41,2011/01/07 09:57:09.885,Value1,Value1,Value4,Value22,Value1
case-5186,T02 Check confirmation of receipt - complete,Value26,2011/01/11 11:19:12.683,Value1,Value1,Value4,Value22,Value3
case-5186,T04 Determine confirmation of receipt - complete,Value26,2011/01/11 12:29:58.051,Value1,Value1,Value4,Value22,Value3
case-5186,T06 Determine necessity of stop advice - complete,Value26,2011/01/11 12:37:23.480,Value1,Value1,Value4,Value22,Value1
